,code,employee,homepage,hq_address,ics,market,name
631,009160,296 (2017/12),http://www.simpac.co.kr,인천시 부평구 부평북로 141 (청천2동 394),기계,KOSPI,SIMPAC
632,008970,165 (2017/12),http://www.dysp.co.kr,충청남도 천안시 동남구 풍세면 풍세로 515,철강금속,KOSPI,동양철관
633,005980,163 (2017/12),http://www.sungjee.com,경기도 용인시 수지구 수지로296번길 51-9 (풍덕천동),건설업,KOSPI,성지건설
634,006090,729 (2017/12),http://www.sajooy.com,"서울특별시 서대문구 통일로 107-39, 사조빌딩 (충정로2가)",음식료,KOSPI,사조오양
635,016740,555 (2017/12),http://www.idual.co.kr,"서울특별시 강남구 영동대로96길 20 (삼성동, 대화빌딩) 2층",운수장비,KOSPI,두올
636,001380,118 (2017/12),http://www.sgchoongbang.com,충청남도 예산군 예산읍 창말로 75 (주)SG충방,운수장비,KOSPI,SG충방
637,025750,228 (2017/12),http://www.hansolhomedeco.co.kr,"서울특별시 동작구 보라매로5길 15, 전문건설회관 27층 (신대방동)",종이목재,KOSPI,한솔홈데코
638,008350,605 (2017/12),http://www.namsun.co.kr,대구시 달성군 논공중앙로 288,철강금속,KOSPI,남선알미늄
639,005800,739 (2017/12),http://www.shinyoungwacoal.co.kr,서울시 금천구 가산디지털1로 104(가산동),섬유의복,KOSPI,신영와코루
640,134380,166 (2017/12),http://www.miwonchemicals.com,울산광역시 남구 장생포로 247 (매암동),화학,KOSPI,미원화학
641,010960,"1,800 (2017/12)",http://www.samhodev.co.kr,충남 당진시 면천면 면천로 183,건설업,KOSPI,삼호개발
642,530026, (),http://www.samsungpop.com,서울특별시 중구 세종대로 67,미분류,KOSPI,삼성 레버리지 인도 Nifty50 선물 ETN(H)
643,075180,374 (2017/12),http://www.saeronauto.co.kr,충남 천안시 동남구 병천면 가전5길 133,운수장비,KOSPI,새론오토모티브
644,009470,430 (2017/12),http://www.samwha.co.kr/electric,충북 청주시 흥덕구 봉명로 3(복대동),전기전자,KOSPI,삼화전기
645,190620, (),http://www.kim.co.kr,,미분류,KOSPI,KINDEX 단기통안채
646,021820,230 (2017/12),http://www.se-won.co.kr,대구시 달서구 달서대로 554,운수장비,KOSPI,세원정공
647,001530,402 (2017/12),http://www.dong-il.com,"서울특별시 강남구 테헤란로 516, 정헌빌딩 8층 (대치동)",섬유의복,KOSPI,동일방직
648,111110,155 (2017/12),http://www.hojeon.com,서울특별시 마포구 마포대로 19 신화빌딩 11~12층,섬유의복,KOSPI,호전실업
649,000215,"7,825 (2017/12)",http://www.daelim.co.kr,서울시 종로구 종로1길 36 대림빌딩,건설업,KOSPI,대림산업우
650,004770,77 (2017/12),http://www.sunny.co.kr,충청북도 충주시 목행산단2로 59 (목행동),전기전자,KOSPI,써니전자
651,267770, (),http://tigeretf.com,"서울특별시 종로구 종로 33 그랑서울 TOWER1, 12층",미분류,KOSPI,TIGER 200선물레버리지
652,012160,427 (2017/12),http://www.youngwire.com,충청남도 보령시 주교면 관창공단길 50,철강금속,KOSPI,영흥철강
653,009440,28 (2017/12),http://www.kcgreenholdings.com,서울특별시 마포구 상암산로 34 디지털큐브 12층,기타금융업,KOSPI,KC그린홀딩스
654,277650, (),http://tigeretf.com,서울특별시 종로구 종로 33 그랑서울 TOWER1 12층,미분류,KOSPI,TIGER 코스피중형주
655,006340,185 (2017/12),http://www.daewoncable.co.kr,충남 예산군 고덕면 호음덕령길 92,전기전자,KOSPI,대원전선
656,014530,111 (2017/12),http://www.kdoc.co.kr,경남 양산시 어실로 101,화학,KOSPI,극동유화
657,293180, (),http://www.nh-amundi.com,서울특별시 영등포구 국제금융로8길 2 농협복지재단 빌딩 10층,미분류,KOSPI,HANARO 200
658,002700,123 (2017/12),http://www.shinil.co.kr,충청남도 천안시 서북구 입장면 연곡길 308,유통업,KOSPI,신일산업
659,000850,337 (2017/12),http://www.hwacheon.com,광주시 광산구 하남산단4번로 123-17(장덕동),기계,KOSPI,화천기공
660,252710, (),http://www.tigeretf.com,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관,미분류,KOSPI,TIGER 200선물인버스2X
661,109070,147 (2017/12),http://www.k-paper.kr,경기도 용인시 처인구 이동면 백옥대로 563,종이목재,KOSPI,KGP
662,091170, (),,,미분류,KOSPI,KODEX 은행
663,002300,525 (2017/12),http://www.miilkpaper.co.kr,"서울특별시 강남구 테헤란로 504, 해성빌딩 (대치동)",종이목재,KOSPI,한국제지
664,530024, (),http://www.samsungpop.com,서울특별시 중구 세종대로 67,미분류,KOSPI,삼성 인도 Nifty50 선물 ETN(H)
665,014710,300 (2017/12),http://www.sajosf.co.kr,서울시 서대문구 통일로 107-39 사조산업빌딩 5층,음식료,KOSPI,사조씨푸드
666,000220,279 (2017/12),http://www.yuyu.co.kr,충청북도 제천시 바이오밸리1로 94 (왕암동),의약품,KOSPI,유유제약
667,004910,457 (2017/12),http://www.ckpc.co.kr,부산광역시 사상구 삼덕로5번길 148 (삼락동),화학,KOSPI,조광페인트
668,004450,188 (2017/12),http://www.samhwacrown.com,경기도 안산시 단원구 강촌로 140,기계,KOSPI,삼화왕관
669,016090,502 (2017/12),http://www.daehyun.co.kr,"서울특별시 강남구 언주로 619 (논현동, 대현그린타워)",섬유의복,KOSPI,대현
670,047400,275 (2017/12),http://www.ssym.com,대구광역시 달서구  성서공단남로 151,비금속,KOSPI,유니온머티리얼
671,006370,291 (2017/12),http://www.debec.co.kr,대구광역시 중구 동성로 30 (동성로2가),유통업,KOSPI,대구백화점
672,226980, (),http://www.samsungfund.com,서울특별시 중구 세종대로 55 삼성생명빌딩 23층 삼성자산운용,미분류,KOSPI,KODEX 200 중소형
673,009310,322 (2017/12),http://www.charmeng.com,경기도 용인시 처인구 남사면 형제로 5,기계,KOSPI,참엔지니어링
674,011700,97 (2017/12),http://www.hanshin.co.kr,경기도 안산시 단원구 해봉로 330번길 23(신길동),기계,KOSPI,한신기계
675,000890,358 (2017/12),http://www.bohae.co.kr,전남 목포시 호남로68번길 36,음식료,KOSPI,보해양조
676,261250, (),http://www.samsungfund.com,서울특별시 중구 세종대로 55 삼성자산운용 23층,미분류,KOSPI,KODEX 미국달러선물레버리지
677,530031, (),http://www.samsungpop.com,서울특별시 중구 세종대로 67,미분류,KOSPI,삼성 레버리지 WTI원유 선물 ETN
678,130660,"3,827 (2017/12)",http://www.kepid.co.kr,서울시 중구 서소문로 115 한산빌딩,서비스업,KOSPI,한전산업
679,002880,289 (2017/12),http://www.dayou.co.kr,광주시 광산구 소촌로 123번길 40-12 (소촌동 825),운수장비,KOSPI,대유에이텍
680,011090,419 (2017/12),http://www.enex.co.kr,서울시 서초구 서초대로73길 40(서초동),미분류,KOSPI,에넥스
681,008600,214 (2017/12),http://www.willbes.com,충남 천안시 동남구 만남로 76,유통업,KOSPI,윌비스
682,003580,38 (2017/12),http://www.dongwoncorp.com,강원도 정선군  사북읍 동탄길 32,미분류,KOSPI,동원
683,007590,230 (2017/12),http://www.dongbangagro.co.kr,서울시 관악구 남부순환로 2028,화학,KOSPI,동방아그로
684,004080,309 (2017/12),http://www.shinhung.co.kr,서울시 중구 청파로 450,유통업,KOSPI,신흥
685,058850,"9,777 (2017/12)",http://www.ktcs.co.kr,대전시 서구 갈마로 160(괴정동),서비스업,KOSPI,KTcs
686,156080, (),http://www.kodex.com,서울 중구 태평로2가 삼성생명빌딩 삼성자산운용,미분류,KOSPI,KODEX MSCI Korea
687,003480,7 (2017/12),http://www.hhic-holdings.com,부산시 중구 충장대로 6,기타금융업,KOSPI,한진중공업홀딩스
688,100840,197 (2017/12),http://www.hisnt.com,경남 창원시 성산구 완암로 12(성산동 78),기계,KOSPI,S&TC
689,143850, (),http://tigeretf.com,서울 중구 수하동 67번지 미래에셋 센터원빌딩,미분류,KOSPI,TIGER 미국S&P500선물(H)
690,107590,9 (2017/12),http://www.miramer.co.kr,경기도 용인시 수지구 포은대로59번길 20,기타금융업,KOSPI,미원홀딩스
691,058730,259 (2017/12),http://www.dast.co.kr,전남 화순군 동면 동농공길 26-2,기계,KOSPI,다스코
692,053690,725 (2017/12),http://www.hmglobal.com,서울특별시 강남구 테헤란로87길 36 도심공항타워 층,서비스업,KOSPI,한미글로벌
693,278620, (),http://www.arirangetf.com,서울특별시 영등포구 63로 50 63빌딩 51층,미분류,KOSPI,ARIRANG 단기채권액티브
694,011785,"1,280 (2017/12)",http://www.kkpc.com,"서울시 중구 청계천로 100(수표동, 시그니쳐타워스 서울)",화학,KOSPI,금호석유우
695,001570,109 (2017/12),http://www.kyc.co.kr,부산광역시 사상구 낙동대로960번길 81 (감전동),화학,KOSPI,금양
696,000500,439 (2017/12),http://www.gaoncable.com,경기도 군포시 엘에스로45번길 120 (금정동),전기전자,KOSPI,가온전선
697,093240,59 (2017/12),http://www.hyungji-elite.com,서울특별시 강남구 테헤란로38길 12 디앤와이빌딩,섬유의복,KOSPI,형지엘리트
698,090080,872 (2017/12),http://www.ph.co.kr,대구시 달성군 논공읍 논공로 597,운수장비,KOSPI,평화산업
699,130730, (),http://www.wooriam.com,서울 영등포구 여의도동 23,미분류,KOSPI,KOSEF 단기자금
700,012320,12 (2017/12),http://www.kdgas.co.kr,경기도 성남시 분당구 수내로46번길 4 경동빌딩,기타금융업,KOSPI,경동인베스트
701,012800,377 (2017/12),http://www.brassone.com,"경기도 시흥시 공단1대로 391, 시화공단4나 506호 (정왕동)",철강금속,KOSPI,대창
702,163560,592 (2017/12),http://www.drbworld.com,부산시 금정구 공단동로 55번길 28,화학,KOSPI,동일고무벨트
703,001750,217 (2017/12),http://www.hygood.co.kr,서울시 영등포구 국제금융로 6길 7,증권,KOSPI,한양증권
704,011150,402 (2017/12),http://www.cjseafood.net,경기도 성남시 중원구 둔촌대로388번길 32 (상대원동),음식료,KOSPI,CJ씨푸드
705,014160,360 (2017/12),http://www.dygroup.co.kr,"경기도 안산시 단원구 산단로 265 (원시동, 대영포장(주))",종이목재,KOSPI,대영포장
706,058860,"8,455 (2017/12)",http://www.ktis.co.kr,"서울특별시 영등포구 여의대로 14, KT빌딩 10층 (여의도동)",서비스업,KOSPI,케이티스
707,019685,"2,554 (2017/12)",http://www.daekyo.com,서울시 관악구 보라매로 3길 23(보라매동 729-21)  대교타워,서비스업,KOSPI,대교우B
708,023800,580 (2017/12),http://www.inzi.co.kr,경기도 시흥시 군자천로 171 (정왕동),운수장비,KOSPI,인지컨트롤스
709,129260,551 (2017/12),http://www.intergis.co.kr,부산시 중구 충장대로 9번길 52 마린센터빌딩 13층 1301호,운수창고,KOSPI,인터지스
710,105840,155 (2017/12),http://www.woojininc.com,경기도 화성시 동탄면 동부대로 970번길 110,의료정밀,KOSPI,우진
711,120030,122 (2017/12),http://www.chosunwelding.com,경상북도 포항시 남구 괴동로 43 (장흥동),기계,KOSPI,조선선재
712,005750,919 (2017/12),http://www.daelimbath.com,경남 창원시 성산구 공단로 52 (양곡동),비금속,KOSPI,대림B&Co
713,010770,107 (2017/12),http://www.ph.co.kr,대구시 달성군 논공읍 논공로 597,기타금융업,KOSPI,평화홀딩스
714,015230,135 (2017/12),http://www.dcf.co.kr,경상남도 김해시 생림면 봉림로 115-92,운수장비,KOSPI,대창단조
715,005190,219 (2017/12),http://www.dschem.com,부산광역시 사하구 신산로 99 (신평동),화학,KOSPI,동성화학
716,068290,215 (2017/12),http://www.samsungbooks.com,서울특별시 서초구 명달로 94 (서초동),서비스업,KOSPI,삼성출판사
717,006660,235 (2017/12),http://www.samsungcc.co.kr,경남 창원시 성산구 연덕로 176,운수장비,KOSPI,삼성공조
718,007540,2 (2017/12),http://www.sempio.com,서울시 중구 충무로2 (필동1가 51-9),기타금융업,KOSPI,샘표
719,083420,143 (2017/12),http://www.kpxgc.com,충청남도 서산시 대산읍 독곶2로 103,화학,KOSPI,KPX그린케미칼
720,006980,282 (2017/12),http://www.woosungfeed.co.kr,대전시 대덕구 한밭대로 1027 우성빌딩 7,음식료,KOSPI,우성사료
721,270800, (),http://www.kbstaretf.com,서울특별시 영등포구 여의대로 70 신한금융투자타워 25층,미분류,KOSPI,KBSTAR KQ고배당
722,014440,312 (2017/12),http://www.youngbo.com,충청북도 청주시 흥덕구 강내면 서부로 230-23,화학,KOSPI,영보화학
723,130680, (),http://www.tigeretf.com,서울 영등포구 여의도동 미래에셋빌딩 미래에셋맵스자산운용 2층,미분류,KOSPI,TIGER 원유선물Enhanced(H)
724,009770,305 (2017/12),http://www.sjpulp.com,경기도 평택시 고덕면 고덕로 85,종이목재,KOSPI,삼정펄프
725,027740,658 (2017/12),http://www.maniker.co.kr,경기도 용인시 기흥구 용구대로 2219번길 3,음식료,KOSPI,마니커
726,133820,177 (2017/12),http://www.finebesteel.com,경상남도 창녕군 창녕읍 창밀로 259-33,철강금속,KOSPI,화인베스틸
727,03473K,"4,507 (2017/12)",http://www.sk.co.kr,서울특별시 종로구 종로 26 SK주식회사,기타금융업,KOSPI,SK우
728,011500,160 (2017/12),http://www.hannong.co.kr,전라북도 군산시 외항1길 24 (소룡동),화학,KOSPI,한농화성
729,012170,73 (2017/12),http://www.kiwimediagroup.com,"서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)",유통업,KOSPI,키위미디어그룹
730,024890,223 (2017/12),http://www.daewon21.co.kr,서울시 강남구 봉은사로 327 (논현동 278-19 궁도빌딩 13층),화학,KOSPI,대원화성
731,530025, (),http://www.samsungpop.com,서울특별시 중구 세종대로 67,미분류,KOSPI,삼성 인버스 인도 Nifty50 선물 ETN(H)
732,002200,309 (2017/12),http://www.keppack.co.kr,서울시 서초구 서초중앙로63 리더스빌딩 4층,종이목재,KOSPI,수출포장
733,005110,16 (2017/12),http://www.hanchang.co.kr,부산광역시 연제구 중앙대로1043번길 50 4층(연산동),유통업,KOSPI,한창
734,000590,3 (2017/12),http://www.chosunwelding.com,경상북도 포항시 남구 괴동로 43 (장흥동),기타금융업,KOSPI,CS홀딩스
735,013360,387 (2017/12),http://www.ilsungconst.co.kr,인천시 남동구 인하로507번길 80(구월동),건설업,KOSPI,일성건설
736,005010,642 (2017/12),http://www.husteel.com,"서울시 강남구 테헤란로 512 (대치동, 신안빌딩 14층)",철강금속,KOSPI,휴스틸
737,008250,270 (2017/12),http://www.eagon.com,인천광역시 남구 염전로 91 (도화동),종이목재,KOSPI,이건산업
738,145210,400 (2017/12),http://www.saehwaimc.com,광주광역시 북구 첨단연신로29번길 26,기계,KOSPI,세화아이엠씨
739,155660,171 (2017/12),http://www.dsr.com,부산시 강서구 녹산산업중로 192번길 7,철강금속,KOSPI,DSR
740,002920,649 (2017/12),http://www.ypr.co.kr,충청남도 아산시 둔포면 아산밸리동로 22,운수장비,KOSPI,유성기업
741,069730,135 (2017/12),http://www.dsr.com,전남 순천시 서면 산단1길 15,철강금속,KOSPI,DSR제강
742,138230, (),http://www.kosef.com,서울 영등포구 여의도동 동양증권빌딩 우리자산운용,미분류,KOSPI,KOSEF 미국달러선물
743,002820,574 (2017/12),http://www.sunwood.co.kr,인천시 중구 월미로 96,종이목재,KOSPI,선창산업
744,008260,193 (2017/12),http://ni.hcrst.com,서울특별시 동작구 동작대로 35,철강금속,KOSPI,NI스틸
745,003547,"1,522 (2017/12)",http://www.daishin.com,서울특별시 중구 삼일대로 343 저동1가 대신파이낸스센터,증권,KOSPI,대신증권2우B
746,002140,104 (2017/12),http://www.hafeed.com,부산시 사상구 새벽시장로 21 (감전동 127-17),음식료,KOSPI,고려산업
747,118000,38 (2017/12),http://www.wooridulls.co.kr,경기도 화성시 향남읍 제약공단2길 50,유통업,KOSPI,우리들휴브레인
748,580007, (),http://www.youfirst.co.kr,서울특별시 영등포구 여의나루로4길 21 현대증권(주) 전략기획실 9층,미분류,KOSPI,KB KQ 우량주30 ETN
749,023450,148 (2017/12),http://www.dongnamchem.com,충청남도 공주시 탄천면 탄천산업단지길 80-61,화학,KOSPI,동남합성
750,003610,265 (2017/12),http://www.pangrim.com,서울 마포구 월드컵북로 402 KGIT상암센터 18층,섬유의복,KOSPI,방림
751,017550,213 (2017/12),http://www.soosan.co.kr,경기도 화성시 양감면 정문송산로 260,기계,KOSPI,수산중공업
752,277540, (),http://kim.co.kr,서울특별시 영등포구 의사당대로 88 한국투자증권빌딩 16층 한국투자신탁운용 ETF팀,미분류,KOSPI,KINDEX S&P아시아TOP50
753,004410,250 (2017/12),http://www.seoul-food.co.kr,충북 충주시 충원대로 862,음식료,KOSPI,서울식품
754,009070,362 (2017/12),http://www.kctc.co.kr,"서울특별시 중구 남대문로 63, 한진빌딩 16층 (남대문로2가)",운수창고,KOSPI,KCTC
755,120115,"3,725 (2017/12)",http://www.kolonindustries.com,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워,화학,KOSPI,코오롱인더우
756,011330,194 (2017/12),http://www.uni-chem.net,경기도 안산시 단원구 해봉로 38,미분류,KOSPI,유니켐
757,018470,383 (2017/12),http://www.choilal.co.kr,경상북도 경산시 진량읍 공단6로 98,철강금속,KOSPI,조일알미늄
758,012280,382 (2017/12),http://www.yeonghwa.co.kr,경상남도 창원시 진해구 남의로 57 (남양동),운수장비,KOSPI,영화금속
759,014580,310 (2017/12),http://www.bkmp.co.kr,서울시 강서구 공항대로 467(등촌동) 송원빌딩 6층,비금속,KOSPI,백광소재
760,114100, (),http://www.kbstaretf.com,,미분류,KOSPI,KBSTAR 국고채3년
761,001020,181 (2017/12),http://www.papercorea.co.kr,전라북도 군산시 외항로 1245 페이퍼코리아(주),종이목재,KOSPI,페이퍼코리아
762,006880,13 (2017/12),http://www.singsong.co.kr,서울특별시 영등포구 여의나루로 53-1 (여의도동),기타금융업,KOSPI,신송홀딩스
763,008870,245 (2017/12),http://www.e-kumbi.co.kr,경기도 이천시 부발읍 중부대로1707번길 13,비금속,KOSPI,금비
764,500031, (),http://www.shinhaninvest.com,서울 영등포구 여의도동 23-2 신한금융투자타워,미분류,KOSPI,신한 레버리지 천연가스 선물 ETN(H)
765,006740,113 (2017/12),http://www.yp21.co.kr,경기도 평택시 진위면 서탄로 9,종이목재,KOSPI,영풍제지
766,006570,326 (2017/12),http://www.dltc.co.kr,서울시 서대문구 연희로 142 (연희동 87-9),기계,KOSPI,대림통상
767,252000, (),http://www.tigeretf.com,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관,미분류,KOSPI,TIGER 200동일가중
768,025820,151 (2017/12),http://www.leeku.net,경기도 평택시 포승읍 포승공단로 42 이구산업(주),철강금속,KOSPI,이구산업
769,122090, (),,,미분류,KOSPI,ARIRANG 코스피50
770,069460,172 (2017/12),http://www.daeho-al.com,대구시 달성군 논공읍 논공중앙로 211,철강금속,KOSPI,대호에이엘
771,014130,365 (2017/12),http://www.hanex.co.kr,경기도 화성시 양감면 초록로 103 (주)한익스프레스,운수창고,KOSPI,한익스프레스
772,000040,126 (2017/12),http://www.krmotors.com,경남 창원시 성산구 완암로 28 (성산동),운수장비,KOSPI,KR모터스
773,001080,169 (2017/12),http://www.manhorope.com,부산시 강서구 녹산화전로 71,철강금속,KOSPI,만호제강
774,079660,362 (2017/12),http://www.sajohp.com,서울시 서초구 남부순환로 2159 (방배동),음식료,KOSPI,사조해표
775,119650,201 (2017/12),http://www.kc-cottrell.com,서울특별시 마포구 상암산로 34 디지털큐브 12층,기계,KOSPI,KC코트렐
776,101140,17 (2017/12),http://www.arthis.co.kr,"경기도 안양시 동안구 시민대로 401, 대륭테크노타운15차 401호 (관양동)",유통업,KOSPI,아티스
777,078935,26 (2017/12),http://www.gs.co.kr,"서울특별시 강남구 논현로 508, GS타워 23층 (역삼동)",기타금융업,KOSPI,GS우
778,252420, (),http://www.kbstaretf.com,서울특별시 영등포구 의사당대로 88 한국투자증권빌딩 16층 한국투자신탁운용 Beta운용본부 ETF팀,미분류,KOSPI,KBSTAR 200선물인버스2X
779,281990, (),,서울특별시 영등포구 여의대로 70 신한금융투자타워 25층,미분류,KOSPI,KBSTAR 중소형고배당
780,530037, (),http://www.samsungpop.com,서울특별시 서초구 서초대로74길 11 (서초동),미분류,KOSPI,삼성 레버리지 천연가스 선물 ETN
781,001550,101 (2017/12),http://www.chobi.co.kr,서울특별시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),화학,KOSPI,조비
782,023350,"1,217 (2017/12)",http://www.kecc.co.kr,경기도 성남시 중원구 산성대로476번길 6 (금광동),서비스업,KOSPI,한국종합기술
783,006805,"4,670 (2017/12)",http://www.miraeassetdaewoo.com,서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워,증권,KOSPI,미래에셋대우우
784,000157,"4,083 (2017/12)",http://www.doosan.com,서울시 중구 장충단로 275,서비스업,KOSPI,두산2우B
785,010040,624 (2017/12),http://www.fskrc.co.kr,충남 당진시 송산면 무수들길 370,비금속,KOSPI,한국내화
786,049800,716 (2017/12),http://www.woojinplaimm.com,충청북도 보은군 장안면 우진플라임로 100 본관동,기계,KOSPI,우진플라임
787,245360, (),http://www.tigeretf.com,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관,미분류,KOSPI,TIGER 차이나HSCEI
788,004270,61 (2017/12),http://www.namsung.com,서울시 구로구 디지털로 31길 20 (구로동 197-22 크라운프라자),유통업,KOSPI,남성
789,010100,533 (2017/12),http://www.kofco.com,울산시 동구 미포1길 2(동부동),운수장비,KOSPI,한국프랜지
790,000300,52 (2017/12),http://www.dayouplus.co.kr,광주시 서구 화운로 230번길 28(화정동),운수장비,KOSPI,대유플러스
791,007120,40 (2017/12),http://www.miraeing.co.kr,서울특별시 강남구 도산대로 509 (청담동),서비스업,KOSPI,미래아이앤지
792,088790,250 (2017/12),http://www.jindofn.co.kr,서울시 금천구 가산디지털 1로 75(가산동),유통업,KOSPI,진도
793,123700,356 (2017/12),http://www.sjmflex.co.kr,경기도 안산시 단원구 별망로459번길 20 (목내동),운수장비,KOSPI,SJM
794,000910,226 (2017/12),http://www.unioncement.com,서울시 중구 소공로 94 OCI빌딩 13층,비금속,KOSPI,유니온
795,272570, (),http://www.kbstaretf.com,서울특별시 영등포구 여의대로 70 신한금융투자타워 25층,미분류,KOSPI,KBSTAR 중장기국공채액티브
796,500015, (),http://www.shinhaninvest.com,서울 영등포구 여의도동 23-2 신한금융투자타워,미분류,KOSPI,신한 WTI원유 선물 ETN(H)
797,025530,6 (2017/12),http://www.sjmholdings.co.kr,경기도 안산시 단원구 별망로459번길 20 (목내동),기타금융업,KOSPI,SJM홀딩스
798,013700,161 (2017/12),http://www.camusenc.com,경기도 이천시 대월면 경충대로 1937번길 57,건설업,KOSPI,까뮤이앤씨
799,018500,687 (2017/12),http://www.dwmic.com,경북 경산시 진량읍 북리 1길 69,운수장비,KOSPI,동원금속
800,015260,403 (2017/12),http://www.anpcb.co.kr,경기도 부천시 원미구 도약로 300 (도당동),전기전자,KOSPI,에이엔피
801,169950, (),http://www.kodex.com,서울 중구 태평로2가 삼성생명빌딩 삼성자산운용,미분류,KOSPI,KODEX 중국본토 A50
802,099140, (),http://www.kodex.com,,미분류,KOSPI,KODEX China H
803,004090,163 (2017/12),http://www.koreapetroleum.com,서울시 용산구 이촌로 166 (이촌동),비금속,KOSPI,한국석유
804,272910, (),http://kim.co.kr,서울특별시 영등포구 의사당대로 88 한국투자증권빌딩 16층 한국투자신탁운용,미분류,KOSPI,KINDEX 중장기국공채액티브
805,001070,494 (2017/12),http://www.thtc.co.kr,서울시 영등포구 국제금융로2길 17 (여의도동 25),섬유의복,KOSPI,대한방직
806,001275,232 (2017/12),http://www.bookook.co.kr,서울시 영등포구 국제금융로 6길 17 부국증권빌딩,증권,KOSPI,부국증권우
807,266160, (),http://www.kbstaretf.com,서울특별시 영등포구 여의대로 70 신한금융투자타워 25층,미분류,KOSPI,KBSTAR 고배당
808,092780,526 (2017/12),http://www.dypiston.co.kr,경기도 안산시 단원구 해봉로255번길 16,운수장비,KOSPI,동양피스톤
809,580006, (),http://www.youfirst.co.kr,서울특별시 영등포구 여의나루로4길 21 현대증권(주) 전략기획실 9층,미분류,KOSPI,KB KTOP30 ETN
810,500001, (),,,미분류,KOSPI,신한 K200 USD 선물 바이셀 ETN
811,020120,38 (2017/12),http://www.daouincube.com,서울특별시 마포구 독막로 311 재화스퀘어 12층,서비스업,KOSPI,키다리스튜디오
812,292750, (),http://www.arirangetf.com,서울특별시 영등포구 63로 50 63한화생명빌딩 53층 한화자산운용,미분류,KOSPI,ARIRANG KRX300
813,023960,148 (2017/12),http://www.sc-eng.com,"서울특별시 영등포구 의사당대로 83, 한국HP빌딩 (여의도동)",건설업,KOSPI,에쓰씨엔지니어링
814,009460,220 (2017/12),http://www.hanchangpaper.co.kr,경상남도 양산시 웅상대로 1564 (용당동),종이목재,KOSPI,한창제지
815,005360,174 (2017/12),http://www.monami.com,경기도 용인시 수지구 손곡로 17,유통업,KOSPI,모나미
816,550001, (),,,미분류,KOSPI,QV Big Vol ETN
817,084670,775 (2017/12),http://www.dyexpress.co.kr,경기도 안양시 동안구 흥안대로 67 (호계동 1029-9),운수창고,KOSPI,동양고속
818,005320,74 (2017/12),http://www.kd.co.kr,"서울시 동대문구 천호대로 405 7,8층(동보빌딩)",유통업,KOSPI,국동
819,004100,642 (2017/12),http://www.taeyangmetal.com,경기도 안산시 단원구 해봉로 212,운수장비,KOSPI,태양금속
820,001620,360 (2017/12),http://www.dongkook-ind.co.kr,서울특별시 용산구 한강대로 350 (갈월동),운수장비,KOSPI,동국실업
821,008420,67 (2017/12),http://www.moonbaesteel.co.kr,서울특별시 동작구 동작대로 35,철강금속,KOSPI,문배철강
822,00499K,178 (2017/12),http://www.lotteconf.co.kr,서울특별시 송파구 올림픽로 300 롯데월드타워,기타금융업,KOSPI,롯데지주우
823,004830,194 (2017/12),http://www.duksung21.com,경기도 수원시 영통구 신원로 25 (신동),화학,KOSPI,덕성
824,001560,85 (2017/12),http://www.grinding.co.kr,경북 포항시 남구 대송로101번길 34,비금속,KOSPI,제일연마
825,007280,377 (2017/12),http://www.ekosco.com,부산시 사상구 장인로 77번길 52(학장동),철강금속,KOSPI,한국특수형강
826,096300, (2017/02),,서울시 영등포구 여의도동 15-24,미분류,KOSPI,베트남개발1
827,227830, (),http://www.arirangetf.com/,서울특별시 영등포구 63로 50 63한화생명빌딩 51층 Quant운용팀 ETF파트,미분류,KOSPI,ARIRANG 코스피
828,266410, (),http://www.samsungfund.com,서울특별시 중구 세종대로 55 삼성자산운용 23층,미분류,KOSPI,KODEX 필수소비재
829,580004, (),http://www.hdable.co.kr,서울시 영등포구 여의나루로 4길 21 현대증권빌딩,미분류,KOSPI,KB KQ Monthly Best 11 ETN
830,132030, (),http://www.kodex.com,서울 영등포구 여의도동 삼성생명(주)여의도빌 36-1 키움FS 빌딩,미분류,KOSPI,KODEX 골드선물(H)
831,010600,32 (2017/12),http://www.ybroad.co.kr,서울시 강남구 선릉로 433 세방빌딩6층,유통업,KOSPI,와이비로드
832,006890,96 (2017/12),http://www.taekyungchem.co.kr,서울시 강서구 공항대로 467,화학,KOSPI,태경화학
833,026940,64 (2017/12),http://www.bks.co.kr,광주광역시 광산구 하남산단9번로 90 (안청동),철강금속,KOSPI,부국철강
834,005305,"5,972 (2017/12)",http://company.lottechilsung.co.kr,서울특별시 서초구 서초대로70길 15 (서초동),음식료,KOSPI,롯데칠성우
835,204450, (),http://www.kodex.com,서울특별시 중구 세종대로 55 삼성생명빌딩 삼성자산운용,미분류,KOSPI,KODEX China H 레버리지(H)
836,000760,54 (2017/12),http://www.rifa.co.kr,"서울특별시 영등포구 선유동2로 70, 이화빌딩 (당산동5가)",유통업,KOSPI,이화산업
837,011230,122 (2017/12),http://www.samwha.co.kr/electronics,경기도 용인시 처인구 남사면 경기동로 215,전기전자,KOSPI,삼화전자
