code,market_type,date,present_value,quant,buy_total,sell_total,market_sum,per,pbr
252670,0,2018-04-30,5780,6608219,830212,470217,3092,,
002320,0,2018-04-30,25800,91174,8754,6872,3089,-6.88,0.42
278240,0,2018-04-30,20055,248556,9611,17752,3084,,
004130,0,2018-04-30,14900,306604,41110,14612,3066,10.07,0.68
268280,0,2018-04-30,59100,569,808,109,3061,11.95,1.65
006380,0,2018-04-30,7650,1292083,28611,37620,3060,24.76,1.16
003120,0,2018-04-30,115000,205,916,159,3059,116.4,0.48
033240,0,2018-04-30,17050,428102,22077,13950,3052,12.9,1.01
016380,0,2018-04-30,11200,23569,15604,10041,3050,-1.26,0.96
275980,0,2018-04-30,11080,405111,2033,65878,3025,,
068400,0,2018-04-30,13550,394164,41433,28358,3001,23.77,1.22
195870,0,2018-04-30,17600,89703,42471,3024,2992,12.48,1.65
095570,0,2018-04-30,6360,40444,7514,3151,2978,19.88,1.03
014790,0,2018-04-30,8130,8459091,39930,0,2967,8.18,0.97
011760,0,2018-04-30,22400,1486105,6710,8990,2963,11.86,0.78
138490,0,2018-04-30,7780,65956,17613,2067,2956,16.91,1.52
001260,0,2018-04-30,29950,1778835,12930,4360,2943,173.12,6.78
091090,0,2018-04-30,4825,1917304,17327,31829,2943,-37.7,1.54
270810,0,2018-04-30,14650,42484,10166,42080,2937,,
003070,0,2018-04-30,11550,256819,11087,37016,2912,17.53,0.63
025000,0,2018-04-30,60100,1605,510,1407,2909,10.98,0.66
084010,0,2018-04-30,11800,640770,14771,17969,2908,9.43,0.58
123690,0,2018-04-30,18100,396553,31657,41550,2908,72.11,4.9
002810,0,2018-04-30,17500,39498,6806,3225,2882,10.11,0.93
139260,0,2018-04-30,22500,17601,31278,34682,2880,,
150460,0,2018-04-30,9100,115184,37537,57653,2866,,
007210,0,2018-04-30,4180,467372,13897,19689,2866,26.46,1.05
272550,0,2018-04-30,20000,16140,10461,8659,2842,10.17,1.16
035510,0,2018-04-30,164500,20781,2829,2348,2829,28.52,1.62
092230,0,2018-04-30,66400,1336,357,930,2805,6.95,0.44
152870,0,2018-04-30,32965,9311,30142,30199,2786,,
011930,0,2018-04-30,1610,941001,240589,230814,2785,-7.12,2.31
029460,0,2018-04-30,20500,98717,2943,4103,2779,8.41,1.2
002310,0,2018-04-30,31000,49274,1573,3978,2777,55.26,0.6
000430,0,2018-04-30,4355,325132,10556,4094,2700,12.41,0.59
004710,0,2018-04-30,12200,154766,64851,18689,2697,14.42,1.23
004960,0,2018-04-30,23300,345411,2992,27481,2693,3.41,0.73
004970,0,2018-04-30,16700,11193,18400,10600,2672,10.08,0.56
000680,0,2018-04-30,3380,16071,9588,5904,2664,12.95,0.4
005960,0,2018-04-30,12650,369058,20282,90762,2639,2.77,0.88
017960,0,2018-04-30,5990,171876,46369,3974,2633,352.35,0.79
001940,0,2018-04-30,71100,0,0,0,2627,20.41,0.29
010820,0,2018-04-30,5590,18132521,268216,62505,2614,72.6,3.42
015860,0,2018-04-30,5270,145236,49372,12781,2601,-13.24,0.9
004360,0,2018-04-30,13300,22595,7220,8255,2568,9.77,0.39
009270,0,2018-04-30,3525,23526476,64179,158160,2564,-23.5,1.17
210540,0,2018-04-30,23200,1056259,13287,9014,2562,8.39,2.0
081000,0,2018-04-30,22700,121574,15419,6198,2560,33.73,2.65
077970,0,2018-04-30,11100,50015,6317,7682,2554,-50.92,3.07
004700,0,2018-04-30,38200,3404,1145,365,2540,11.53,0.61
001270,0,2018-04-30,24350,4965,1089,677,2525,8.71,0.5
003200,0,2018-04-30,105000,2907,1430,445,2520,15.78,0.35
071055,0,2018-04-30,42650,15482,3207,562,2499,5.15,0.65
011280,0,2018-04-30,3510,345331,2814,24941,2485,,0.8
005740,0,2018-04-30,16650,489364,10685,32069,2472,1.2,0.88
015360,0,2018-04-30,41000,741,947,446,2460,10.87,0.32
001880,0,2018-04-30,16150,64836,1171,6793,2452,3.79,0.76
095720,0,2018-04-30,7080,196436,62366,4794,2451,9.83,0.78
004150,0,2018-04-30,5280,193223,18509,38941,2448,-4.46,0.48
226490,0,2018-04-30,25225,139028,165471,86396,2447,,
008700,0,2018-04-30,3170,2515156,318045,57723,2445,-144.09,3.53
005680,0,2018-04-30,12100,23840,9048,10126,2420,22.87,0.51
900140,0,2018-04-30,5050,210503,54538,14266,2417,16.24,0.55
039570,0,2018-04-30,14650,199785,17299,25344,2411,10.15,1.23
028100,0,2018-04-30,20950,2976587,82653,0,2409,14.09,1.52
003570,0,2018-04-30,7320,28699,3640,5347,2377,-7.69,0.34
003545,0,2018-04-30,9090,45565,12704,9792,2363,6.8,0.35
011160,0,2018-04-30,3780,553029,15437,9945,2329,-1.82,0.37
012610,0,2018-04-30,5750,509148,34623,24122,2323,64.61,1.17
128820,0,2018-04-30,5110,539586,20803,19821,2312,0.73,0.39
007110,0,2018-04-30,2980,9826255,69463,55056,2308,1490.0,4.55
008040,0,2018-04-30,1630,698480,92579,117788,2301,5.05,1.18
002450,0,2018-04-30,2540,914642,134238,52889,2299,-43.05,1.01
008970,0,2018-04-30,2570,34444183,1457773,0,2284,-7.28,4.23
004980,0,2018-04-30,9500,4400737,5715,34565,2281,19.63,0.63
103590,0,2018-04-30,6150,1936222,12144,21454,2280,-109.82,0.72
204480,0,2018-04-30,19525,65711,3485,2523,2265,,
005389,0,2018-04-30,91200,10790,668,3178,2260,6.46,0.35
003350,0,2018-04-30,49550,118073,4899,3063,2246,50.66,3.78
200880,0,2018-04-30,8260,35978,5256,1043,2233,6.54,0.33
001790,0,2018-04-30,25000,22635,309,3275,2210,22.67,0.5
139280,0,2018-04-30,12975,22579,44281,21380,2208,,
000140,0,2018-04-30,9450,10604,4196,9334,2193,-15.54,0.41
229640,0,2018-04-30,7070,131284,27326,4704,2165,16.87,1.85
089470,0,2018-04-30,6770,64872,5291,5243,2160,6.96,0.75
000490,0,2018-04-30,9080,944819,15781,8399,2155,22.42,0.88
036530,0,2018-04-30,13150,11544,7265,6713,2144,31.53,0.36
292050,0,2018-04-30,14960,631632,149501,78277,2132,,
077500,0,2018-04-30,7860,89584,5923,5057,2128,17.51,1.2
000180,0,2018-04-30,3050,995859,106070,54440,2127,50.83,0.41
000320,0,2018-04-30,16000,15365,3346,2509,2127,5.06,0.44
005090,0,2018-04-30,43600,26995,2114,1594,2117,58.6,0.71
000860,0,2018-04-30,32400,6109,1747,689,2106,9.08,0.43
084680,0,2018-04-30,2295,2955592,119164,104923,2077,54.64,1.58
002460,0,2018-04-30,16550,257972,3632,21516,2061,4.62,0.57
192090,0,2018-04-30,8495,433141,2532,32487,2056,,
000390,0,2018-04-30,7760,108489,24719,13498,2052,103.47,0.64
005950,0,2018-04-30,13300,109138,9977,33866,2032,45.08,0.68
251340,0,2018-04-30,5990,9345515,116518,233336,2013,,
017180,0,2018-04-30,8200,803637,19818,18603,2012,25.79,2.05
007810,0,2018-04-30,8500,148313,13223,5051,2008,9.94,0.63
004250,0,2018-04-30,5420,2666,3599,3086,1990,19.36,0.91
194370,0,2018-04-30,14900,39304,4073,24512,1987,34.33,1.23
016610,0,2018-04-30,4680,86617,9335,49597,1986,45.0,0.32
168490,0,2018-04-30,2480,9064,26210,22944,1984,,
143210,0,2018-04-30,9030,7295,489,1047,1974,8.45,0.61
102280,0,2018-04-30,1520,5074955,256762,781676,1963,1.37,0.65
004560,0,2018-04-30,13000,320259,8696,47615,1960,9.99,0.54
044450,0,2018-04-30,8420,81603,5288,5432,1952,7.6,0.84
004310,0,2018-04-30,6100,911566,30866,28003,1952,119.61,1.51
017040,0,2018-04-30,4490,11424303,63637,86048,1946,-99.78,2.21
168580,0,2018-04-30,21810,5320,2998,30507,1941,,
267290,0,2018-04-30,40450,3890,2783,1195,1908,8.09,0.65
282690,0,2018-04-30,13800,2643,1953,1864,1895,155.06,0.59
002360,0,2018-04-30,1680,25431295,259287,815567,1867,19.53,1.76
002840,0,2018-04-30,235000,36,30,339,1863,7.42,1.0
000520,0,2018-04-30,33750,303955,8006,4212,1856,-146.74,3.37
005390,0,2018-04-30,1275,1389478,366081,204639,1832,23.18,0.81
001470,0,2018-04-30,9710,4415451,29069,17609,1822,-3.65,0.77
004440,0,2018-04-30,14300,1176381,17559,61560,1821,41.33,0.64
085310,0,2018-04-30,2275,2562049,143929,173092,1820,-22.75,1.19
067830,0,2018-04-30,4430,22255,6601,8293,1818,6.3,0.43
002900,0,2018-04-30,2780,10550034,132095,125239,1818,120.87,1.37
103130,0,2018-04-30,6110,168381,28647,9094,1814,111.09,1.43
097955,0,2018-04-30,136000,4215,913,1571,1805,5.33,0.57
012690,0,2018-04-30,4930,196850,6777,5888,1803,43.63,2.57
005945,0,2018-04-30,9520,70948,11898,8570,1797,8.16,0.59
026890,0,2018-04-30,4305,149429,11903,2626,1794,25.62,1.17
264900,0,2018-04-30,14300,219847,17190,21441,1791,11.63,1.57
102970,0,2018-04-30,8055,208315,76627,125790,1788,,
000700,0,2018-04-30,6840,124186,1429,7919,1781,-41.96,0.88
090350,0,2018-04-30,8880,322404,6186,1095,1776,6.17,0.61
001460,0,2018-04-30,282500,345,449,240,1765,38.28,0.59
002630,0,2018-04-30,1080,1952795,576710,285590,1762,-8.93,2.47
004060,0,2018-04-30,870,493011,121954,58692,1761,-27.19,0.91
004890,0,2018-04-30,72300,4644,500,1040,1753,7.51,0.46
245710,0,2018-04-30,14770,81318,13936,3241,1743,,
001360,0,2018-04-30,3930,1054055,124229,22270,1735,-20.79,1.73
003960,0,2018-04-30,29100,16339,927,1840,1735,6.05,0.82
014990,0,2018-04-30,2935,6668445,49690,23083,1730,225.77,2.6
013580,0,2018-04-30,19350,162282,14501,4609,1728,3.3,0.51
143860,0,2018-04-30,42700,102846,12187,15395,1725,,
010960,0,2018-04-30,6890,2505363,20756,27685,1722,8.02,1.03
032560,0,2018-04-30,12300,317003,31978,36267,1722,8.58,0.79
248170,0,2018-04-30,37400,13647,2328,724,1709,14.86,1.48
007660,0,2018-04-30,4125,243369,14803,16748,1702,-12.13,0.94
075580,0,2018-04-30,4430,318011,12335,30848,1700,90.41,1.08
092200,0,2018-04-30,7480,47194,1592,6599,1681,120.65,1.0
058730,0,2018-04-30,10900,3678683,62152,38012,1679,9.0,1.39
013570,0,2018-04-30,6340,78140,9893,34978,1669,8.03,0.47
003460,0,2018-04-30,14700,4525,2888,1995,1667,27.68,0.4
007980,0,2018-04-30,3335,204366,37845,11910,1665,15.96,1.16
096775,0,2018-04-30,133000,9679,5288,3440,1660,5.92,0.69
019440,0,2018-04-30,19350,16676,2231,2679,1658,7.0,0.52
015890,0,2018-04-30,5660,5275,13068,3690,1654,15.09,0.9
017900,0,2018-04-30,2850,164029,11224,6763,1651,57.0,0.72
001045,0,2018-04-30,72600,1182,305,904,1641,4.92,0.53
002100,0,2018-04-30,7550,348767,6204,5869,1638,16.13,0.76
117580,0,2018-04-30,5940,14650,14841,11334,1634,11.0,0.54
013360,0,2018-04-30,3045,14269106,84267,23269,1626,-13.72,1.95
058430,0,2018-04-30,27100,31584,2106,7290,1626,9.04,0.75
003830,0,2018-04-30,122000,200,325,480,1620,7.94,0.29
014280,0,2018-04-30,33300,52042,1674,3114,1617,6.94,0.55
004840,0,2018-04-30,8280,1035020,4804,12649,1613,8.98,0.46
012030,0,2018-04-30,809,897453,89501,442715,1604,-202.25,1.04
100250,0,2018-04-30,2835,49213,11607,14869,1585,15.84,0.51
033530,0,2018-04-30,7890,95666,39505,6262,1582,-21.27,0.4
004200,0,2018-04-30,7330,96787,5205,8996,1580,33.62,2.54
012200,0,2018-04-30,4845,603838,5975,8154,1579,19.0,0.9
000230,0,2018-04-30,15000,20602,12625,2088,1574,223.88,0.89
005870,0,2018-04-30,11100,78802,24250,9991,1567,9.66,1.33
090370,0,2018-04-30,4285,1819341,6806,45962,1561,-1.6,4.27
015590,0,2018-04-30,1250,647209,208846,81349,1559,-15.82,1.89
004540,0,2018-04-30,4160,135482,4893,5918,1549,-6.96,0.84
011000,0,2018-04-30,7310,464196,12359,6710,1548,-5.55,4.2
013870,0,2018-04-30,8110,177172,12932,7576,1547,13.49,0.68
003160,0,2018-04-30,4900,246998,39883,10090,1543,8.42,1.09
001340,0,2018-04-30,3430,167837,23493,35824,1541,22.72,1.1
020760,0,2018-04-30,5410,245421,28684,12699,1532,8.73,1.85
041650,0,2018-04-30,7110,7530,6628,2521,1527,6.63,0.83
003555,0,2018-04-30,45700,2229,895,1015,1515,3.35,0.5
009320,0,2018-04-30,3130,767738,52489,41162,1491,51.31,3.91
293180,0,2018-04-30,32285,51034,50182,60010,1485,,
272560,0,2018-04-30,100740,10,4000,995,1484,,
037270,0,2018-04-30,2550,204330,24819,51620,1483,-18.48,1.57
034300,0,2018-04-30,37050,44046,423,3490,1482,5.11,0.93
092220,0,2018-04-30,1310,1519572,647206,237600,1473,131.0,0.67
006220,0,2018-04-30,6620,19149,22451,8181,1465,5.83,0.36
035150,0,2018-04-30,6000,125819,27399,9096,1452,16.17,1.14
084870,0,2018-04-30,6960,39183,1903,4022,1452,-145.0,0.98
024090,0,2018-04-30,12350,2498,18740,4468,1445,11.1,0.75
013520,0,2018-04-30,2235,236496,26325,6977,1443,-3.41,0.51
009155,0,2018-04-30,49600,12592,1428,1497,1442,23.8,0.89
007860,0,2018-04-30,6130,25889,24653,2655,1439,-9.84,0.26
094280,0,2018-04-30,12450,27970,11171,9620,1439,16.25,2.42
005430,0,2018-04-30,45350,5382,1098,1562,1436,6.42,0.44
277630,0,2018-04-30,25160,1528,29975,30530,1434,,
035000,0,2018-04-30,8600,9128,3480,2208,1425,10.12,0.89
025560,0,2018-04-30,224,5007324,1678851,1381100,1415,-10.18,2.33
001290,0,2018-04-30,2790,202749,49248,20475,1414,-35.77,0.98
134790,0,2018-04-30,70500,4937,258,239,1410,457.79,5.44
003280,0,2018-04-30,835,21953180,116992,177825,1409,-1.59,0.99
012160,0,2018-04-30,1640,6309021,138454,180741,1408,-33.47,0.5
233160,0,2018-04-30,21890,519235,1515,27382,1401,,
002760,0,2018-04-30,2335,2948334,92677,98757,1399,111.19,3.24
078000,0,2018-04-30,14400,26004,18876,1883,1397,26.37,0.75
144620,0,2018-04-30,3090,276551,45951,9673,1390,-2.43,1.08
003650,0,2018-04-30,79800,626,1221,845,1388,11.13,0.53
251350,0,2018-04-30,12155,2888,87,99393,1386,,
009200,0,2018-04-30,3325,234386,13018,15029,1384,5.19,0.34
069460,0,2018-04-30,5090,10526784,642512,0,1381,28.28,5.01
004720,0,2018-04-30,11900,654516,87182,32066,1377,30.28,2.63
025750,0,2018-04-30,1705,3586435,104021,664219,1374,38.75,0.89
017370,0,2018-04-30,7460,16754,2837,4457,1366,-173.49,1.06
003580,0,2018-04-30,7120,2357220,34807,3570,1366,-323.64,2.2
292160,0,2018-04-30,14945,1368834,59761,52351,1360,,
02826K,0,2018-04-30,82800,1586,580,892,1348,24.76,0.61
130660,0,2018-04-30,4130,952319,18782,30583,1346,9.65,1.89
002600,0,2018-04-30,223000,199,268,62,1338,11.84,1.11
227840,0,2018-04-30,14600,77543,3200,14005,1329,10.98,0.72
152550,0,2018-04-30,1895,1955,21486,25229,1327,,
100220,0,2018-04-30,10200,30978,7064,7308,1326,7.33,0.6
055490,0,2018-04-30,28100,66271,4609,2407,1326,16.08,1.51
010690,0,2018-04-30,3785,19470,5296,2922,1322,-4.36,0.37
002170,0,2018-04-30,44050,4900,2090,280,1322,5.3,0.49
002620,0,2018-04-30,30350,9179,2615,560,1319,0.52,0.68
092440,0,2018-04-30,4510,6267,2844,5024,1317,451.0,0.6
006340,0,2018-04-30,1930,10825678,75526,91678,1314,193.0,1.7
023000,0,2018-04-30,3285,25229,14680,10022,1314,11.95,0.67
007610,0,2018-04-30,7300,4281060,34222,8187,1314,79.35,1.45
530013,0,2018-04-30,13125,109346,30000,10236,1312,,
034590,0,2018-04-30,30000,1021,3177,1195,1312,9.56,0.72
273140,0,2018-04-30,100605,272,107999,107729,1311,,
006405,0,2018-04-30,80700,1917,403,871,1306,8.64,0.48
008350,0,2018-04-30,1180,1495763,187708,543295,1300,5.99,0.88
111110,0,2018-04-30,16250,32344,2933,4376,1300,29.71,1.09
016710,0,2018-04-30,8070,16075,1028,2137,1298,6.17,0.32
003080,0,2018-04-30,6480,32451,10027,25417,1297,14.0,0.8
071970,0,2018-04-30,5220,314856,68517,10239,1296,0.16,0.88
014530,0,2018-04-30,3695,539786,4923,22887,1288,8.53,0.84
000650,0,2018-04-30,89900,1657,471,564,1285,4.74,2.72
069640,0,2018-04-30,9940,48168,665,11730,1283,17.17,0.8
530026,0,2018-04-30,25655,2842,9332,7975,1283,,
000215,0,2018-04-30,33750,19116,1127,3595,1282,2.66,0.26
001380,0,2018-04-30,2805,413633,47791,17283,1261,350.62,0.99
006090,0,2018-04-30,13350,45442,14470,11742,1258,5.24,0.85
223190,0,2018-04-30,9510,14702,35625,38838,1255,,
267770,0,2018-04-30,12925,491477,76972,61244,1254,,
225800,0,2018-04-30,7815,206828,540730,549156,1245,,
011090,0,2018-04-30,2075,718884,60922,112546,1245,57.64,1.92
009160,0,2018-04-30,4275,27144,1718,9344,1243,9.65,0.44
001530,0,2018-04-30,52200,1239,1756,1789,1241,-19.68,0.19
000850,0,2018-04-30,56300,16110,10161,2292,1239,14.21,0.45
009440,0,2018-04-30,5520,71663,8771,3629,1238,24.1,0.75
002700,0,2018-04-30,1735,1695054,111447,189990,1233,13.05,2.15
005980,0,2018-04-30,8770,0,0,0,1232,-10.03,2.0
075180,0,2018-04-30,6370,21069,5804,5916,1223,9.22,0.56
134380,0,2018-04-30,55900,2310,259,544,1222,9.01,1.35
021820,0,2018-04-30,12200,922,5874,608,1220,44.36,0.28
109070,0,2018-04-30,10500,1521399,134665,37937,1216,-5.69,15.63
277650,0,2018-04-30,14365,203849,38891,35200,1214,,
004910,0,2018-04-30,9460,238448,19206,4927,1211,28.15,0.55
005800,0,2018-04-30,134500,33,677,201,1210,13.26,0.4
016740,0,2018-04-30,6600,215707,9551,21493,1204,9.72,0.95
063160,0,2018-04-30,23000,42963,11312,4736,1203,15.0,0.83
190620,0,2018-04-30,100620,528,1984,2990,1198,,
002300,0,2018-04-30,23900,16151,1802,1370,1196,12.14,0.23
014710,0,2018-04-30,6930,44433,4569,15598,1193,6.17,0.57
047400,0,2018-04-30,2835,880918,13428,62437,1191,-149.21,1.23
016090,0,2018-04-30,2585,130709,22384,27981,1171,9.37,0.66
003480,0,2018-04-30,3945,28272,756,381,1165,-0.84,0.31
091170,0,2018-04-30,9040,58517,49050,38968,1162,,
530024,0,2018-04-30,11570,9590,27232,5146,1157,,
002880,0,2018-04-30,1250,1261129,297171,134165,1148,50.0,1.09
226980,0,2018-04-30,11340,28596,42813,54160,1145,,
011700,0,2018-04-30,3500,185464,15557,26013,1136,24.31,1.42
295040,0,2018-04-30,10225,25187,53804,54720,1135,,
009470,0,2018-04-30,17150,251933,13026,7979,1134,13.26,3.17
294400,0,2018-04-30,35910,85136,150479,209876,1131,,
000500,0,2018-04-30,27000,26250,990,3235,1123,80.36,0.41
053690,0,2018-04-30,10300,164975,14513,31076,1122,12.5,1.03
105840,0,2018-04-30,6420,1806583,35508,9238,1115,-7.13,0.94
017550,0,2018-04-30,2060,10492607,125672,110695,1112,38.15,1.15
129260,0,2018-04-30,3730,319633,25251,18642,1110,18.47,0.48
006980,0,2018-04-30,3580,2630186,17743,21543,1106,94.21,0.56
023800,0,2018-04-30,7290,468635,6070,4757,1105,-7290.0,0.55
004450,0,2018-04-30,51000,104,1879,251,1099,13.1,0.7
006370,0,2018-04-30,10150,2091,1687,3289,1098,-6.67,0.23
002720,0,2018-04-30,6070,335747,25165,8386,1096,101.17,1.54
252710,0,2018-04-30,5860,876879,74629,162864,1096,,
007590,0,2018-04-30,8030,39539,4889,1586,1093,18.46,0.72
000890,0,2018-04-30,1125,1550979,437285,212181,1086,10.14,1.09
530031,0,2018-04-30,21685,621527,25866,71198,1084,,
008600,0,2018-04-30,1895,1061277,79749,128128,1080,189.5,0.71
100840,0,2018-04-30,14800,8294,8421,2242,1080,23.57,0.46
292770,0,2018-04-30,50120,1,20013,19999,1077,,
012800,0,2018-04-30,1180,1130732,142431,293637,1075,8.43,0.56
163560,0,2018-04-30,8270,87547,2939,3298,1075,98.45,0.61
014160,0,2018-04-30,1000,1621643,196480,317713,1066,-35.71,0.78
005750,0,2018-04-30,6380,137157,9671,6585,1064,15.12,0.67
143850,0,2018-04-30,31650,3787,44,3219,1060,,
011785,0,2018-04-30,35050,116419,4657,994,1060,5.5,0.53
004770,0,2018-04-30,3515,1444695,166090,11357,1054,100.43,2.75
005010,0,2018-04-30,15200,164185,3649,23507,1052,28.52,0.28
156080,0,2018-04-30,15055,0,20040,20038,1046,,
009310,0,2018-04-30,2120,518986,98582,18488,1043,12.47,2.06
107590,0,2018-04-30,44500,2583,484,376,1038,13.36,0.84
093240,0,2018-04-30,5380,252322,14083,10824,1031,-9.8,1.62
120030,0,2018-04-30,81700,9769,344,167,1028,6.68,0.97
012320,0,2018-04-30,43300,8360,646,934,1024,2.19,0.28
278620,0,2018-04-30,101030,6,5999,3995,1023,,
002200,0,2018-04-30,25500,27071,9302,686,1020,-19.35,0.47
008260,0,2018-04-30,3575,1020603,8627,40133,1016,9.26,1.04
011150,0,2018-04-30,2820,132611,12261,47754,1013,22.2,1.7
004080,0,2018-04-30,10550,4521,3647,2080,1013,31.97,1.17
015230,0,2018-04-30,50400,16507,1538,844,1008,8.21,0.62
000220,0,2018-04-30,15800,232769,14190,8510,1006,26.03,1.39
058860,0,2018-04-30,2885,71362,16284,17431,1004,12.02,0.61
155660,0,2018-04-30,6250,620500,13892,9384,1000,9.03,0.72
001570,0,2018-04-30,2310,41289,47801,22288,997,5.18,1.5
001750,0,2018-04-30,7820,5601,5623,8021,995,21.14,0.38
058850,0,2018-04-30,2330,339025,107711,12957,995,13.95,0.63
012170,0,2018-04-30,612,1781639,115275,141785,993,-2.32,1.88
083420,0,2018-04-30,4950,86208,8476,5230,990,39.29,0.9
009070,0,2018-04-30,3290,896202,9850,20100,987,11.08,0.54
024890,0,2018-04-30,2390,554903,42292,35048,986,62.89,1.36
004090,0,2018-04-30,150000,93778,3265,0,983,10.1,0.66
011330,0,2018-04-30,1905,1306104,77945,26143,971,16.57,2.78
005110,0,2018-04-30,2815,1391276,62224,20161,970,68.66,2.37
261250,0,2018-04-30,7960,74063,92568,84645,970,,
019685,0,2018-04-30,4985,2782,26826,11712,968,12.43,0.66
027740,0,2018-04-30,829,1550086,57803,120275,968,-8.91,1.1
006660,0,2018-04-30,11900,7524,15427,3485,967,8.63,0.46
130730,0,2018-04-30,101225,6470,10188,4519,967,,
011500,0,2018-04-30,6130,635718,16576,17385,959,11.01,0.86
090080,0,2018-04-30,2550,795289,45776,16588,954,-12.03,1.39
014440,0,2018-04-30,4755,37258,6551,5988,951,3.25,0.66
069730,0,2018-04-30,6600,1652772,17844,11998,950,18.97,0.73
008250,0,2018-04-30,10100,106555,9356,14612,947,17.72,0.61
068290,0,2018-04-30,9450,20655,1418,6153,945,27.96,1.08
009770,0,2018-04-30,37500,1689,171,815,937,8.99,0.51
005190,0,2018-04-30,17500,10730,6296,3994,934,17.88,0.91
023350,0,2018-04-30,8490,3868032,13842,12338,930,-11.89,0.81
000590,0,2018-04-30,79500,1371,49,127,918,15.57,0.42
270800,0,2018-04-30,12480,6981,22787,26676,917,,
000300,0,2018-04-30,1040,1650026,196662,97202,916,-6.89,1.2
007280,0,2018-04-30,5060,554717,26217,24132,912,7.87,1.48
002820,0,2018-04-30,7230,29362,1864,2406,912,-25.55,0.33
002140,0,2018-04-30,3635,1463180,14305,19386,907,17.73,1.01
133820,0,2018-04-30,3040,709366,3688,25607,898,89.41,0.9
03473K,0,2018-04-30,157500,834,596,305,892,6.66,0.65
001550,0,2018-04-30,17100,318373,9566,8999,888,74.35,1.86
007540,0,2018-04-30,30800,8320,5686,442,886,11.05,0.48
145210,0,2018-04-30,2990,0,0,0,879,-4.46,0.69
010770,0,2018-04-30,5940,78325,4897,3720,869,-43.36,0.5
002920,0,2018-04-30,3330,9958,10984,2994,864,13.88,0.32
530025,0,2018-04-30,17280,13,5118,9989,864,,
003610,0,2018-04-30,20400,8628,5528,2979,863,12.33,0.43
118000,0,2018-04-30,3985,2030501,39007,16314,859,-26.93,4.64
003010,0,2018-04-30,6710,7611796,26464,20695,853,42.74,0.75
003547,0,2018-04-30,8450,4338,3698,4204,845,6.32,0.32
014580,0,2018-04-30,3060,366245,15958,16728,844,14.85,0.74
138230,0,2018-04-30,10955,11223,349133,195182,841,,
018470,0,2018-04-30,1205,289765,118885,123206,839,-46.35,0.43
130680,0,2018-04-30,4945,34979,131526,119860,838,,
025820,0,2018-04-30,2480,926699,48681,50750,829,7.38,0.75
000910,0,2018-04-30,5290,976500,18588,2683,826,16.38,0.5
004410,0,2018-04-30,242,5570257,1728056,1339295,817,242.0,3.08
001020,0,2018-04-30,1505,546202,62608,32561,816,-0.44,1.33
023450,0,2018-04-30,61900,397,647,463,814,56.84,1.49
012280,0,2018-04-30,1790,1663629,106262,123448,814,17.38,1.11
006880,0,2018-04-30,6840,60380,6664,8970,809,-9.81,0.58
000040,0,2018-04-30,667,1104369,11680,89677,799,-2.5,1.91
120115,0,2018-04-30,28700,7534,1513,1385,794,5.94,0.37
292500,0,2018-04-30,14980,9824,50000,45017,794,,
277540,0,2018-04-30,10730,13393,35808,49515,789,,
122090,0,2018-04-30,21700,450,36883,63289,788,,
071090,0,2018-04-30,39350,110080,31176,0,787,9.4,0.58
500031,0,2018-04-30,15710,47847,51334,61831,786,,
580007,0,2018-04-30,15645,0,0,0,782,,
252000,0,2018-04-30,11270,42402,23409,38722,778,,
071950,0,2018-04-30,2515,14939502,129534,71140,777,-104.79,3.31
001080,0,2018-04-30,18650,16083,1986,3430,774,18.52,0.26
006740,0,2018-04-30,3470,436152,24151,16258,770,19.83,0.64
008420,0,2018-04-30,3750,2590848,16935,29719,769,7.59,0.67
010040,0,2018-04-30,3355,272523,20113,36192,767,6.59,0.58
079660,0,2018-04-30,10700,8441,2526,6849,766,5.44,0.51
227830,0,2018-04-30,25470,29243,8041,14819,764,,
002410,0,2018-04-30,3200,3073747,20302,9266,761,69.57,1.76
119650,0,2018-04-30,5850,221861,19393,13129,760,11.32,1.0
281990,0,2018-04-30,10490,1482,23771,25784,755,,
006570,0,2018-04-30,4950,14158,1768,2930,754,-17.37,0.68
530037,0,2018-04-30,14955,36925,82130,65782,748,,
245360,0,2018-04-30,13685,20254,80767,80086,739,,
006805,0,2018-04-30,5230,5192,4604,5141,736,7.07,0.4
004270,0,2018-04-30,2025,231523,37630,20992,733,54.73,0.57
013700,0,2018-04-30,16200,89207,8752,8084,731,8.67,1.21
000157,0,2018-04-30,74000,2126,749,1797,729,46.42,0.59
078935,0,2018-04-30,40750,2242,955,2136,727,3.91,0.5
088790,0,2018-04-30,5830,8876,935,6338,726,7.65,0.71
008870,0,2018-04-30,72200,2911,515,398,722,20.53,0.62
014130,0,2018-04-30,6010,353272,5860,17505,721,10.77,1.15
004830,0,2018-04-30,4580,268761,3338,10770,718,147.74,1.09
084670,0,2018-04-30,27700,3319,1134,1348,715,-53.17,0.71
001560,0,2018-04-30,7150,236271,2922,2519,715,17.88,0.74
049800,0,2018-04-30,6950,15010,6702,3441,695,93.92,0.86
114100,0,2018-04-30,110125,212,6005,3834,694,,
001620,0,2018-04-30,1295,1232309,154455,175851,690,-1.36,0.39
007120,0,2018-04-30,665,1981564,263072,10532,689,-20.78,1.04
011390,0,2018-04-30,65000,58856,194686,0,686,21.94,1.37
009460,0,2018-04-30,1140,1736108,206691,360982,680,5.76,0.97
