,code,m_ics,w_ics,year,total_asset,lt_debt,lt_borrowing,current_asset,current_liabilities,shareholder_equity,stock_issued,intangible_asset,operating_income,extra_income,total_sales,gross_profit,cogs,cf_operation
0,005380,운수장비,자동차,2012,1215378.1,407845.4,41424.7,339801.2,328357.0,479175.8,285479.0,28832.2,84406.0,2430.2,844697.2,195024.5,649672.7,844697.2
1,005380,운수장비,자동차,2013,1334214.8,449190.1,46660.3,376775.1,319196.8,565827.9,285479.0,31290.9,83155.0,715.5,873076.4,194481.5,678594.9,873076.4
2,005380,운수장비,자동차,2014,1472251.2,494248.8,74304.3,425271.0,351796.7,626205.7,285479.0,38216.6,75499.9,-2682.3,892563.2,191300.4,701262.8,892563.2
3,005380,운수장비,자동차,2015,1653679.5,572730.3,85526.2,437519.3,412135.2,668814.0,285479.0,42980.9,63579.1,528.7,919587.4,182574.4,737013.0,919587.4
4,005380,운수장비,자동차,2016,1788359.3,628815.6,133899.8,475840.1,436097.9,723445.8,285479.0,45861.7,51935.0,-490.8,936490.2,176893.0,759597.2,936490.2
5,005490,철강금속,철강,2012,792658.5,170614.3,51194.3,315661.2,197750.0,424294.2,87187.0,56623.6,36531.1,-3613.4,636041.5,74612.6,561428.9,636041.5
6,005490,철강금속,철강,2013,844554.1,183922.2,69747.7,316662.1,202411.6,458220.3,87187.0,59298.4,29961.3,-4217.3,618646.5,68600.6,550045.9,618646.5
7,005490,철강금속,철강,2014,852521.7,180838.0,72504.5,326273.8,218770.1,452913.6,87187.0,68849.9,32135.3,-7102.7,650984.5,72834.0,578150.4,650984.5
8,005490,철강금속,철강,2015,804087.6,152076.1,67381.3,291808.9,201309.3,450702.2,87187.0,64057.5,24100.4,-8932.5,581923.4,65342.5,516581.0,581923.4
9,005490,철강금속,철강,2016,797629.9,150092.0,63648.1,293038.3,189154.0,458383.9,87187.0,60887.3,28443.2,-5405.8,530835.1,66895.5,463939.6,530835.1
10,028260,유통업,복합기업,2012,66422.9,17738.2,3240.2,7294.1,10632.6,38052.1,2500.0,1593.6,692.5,-142.8,27025.6,4340.6,22685.0,27025.6
11,028260,유통업,복합기업,2013,85538.9,27639.7,5055.4,17529.4,18407.8,39491.3,2500.0,2377.2,1110.9,-526.9,32260.6,5838.4,26422.2,32260.6
12,028260,유통업,복합기업,2014,95114.3,29606.0,883.5,19801.0,12655.4,52852.9,135000.0,2747.5,2134.1,240.6,51295.6,16327.0,34968.7,51295.6
13,028260,유통업,복합기업,2015,423614.3,89731.1,11982.1,125411.3,150743.8,183139.4,191317.0,18401.7,371.4,29521.6,133446.8,21459.5,111987.2,133446.8
14,028260,유통업,복합기업,2016,444585.2,86478.6,12820.9,133585.5,147049.5,211057.1,191317.0,16013.0,1395.2,1353.0,281026.8,33317.3,247709.5,281026.8
15,012330,운수장비,자동차부품,2012,300470.0,24642.1,6957.3,137934.5,70663.5,170397.1,97369.0,10468.7,29063.9,-221.8,307890.2,45441.8,262448.4,307890.2
16,012330,운수장비,자동차부품,2013,344303.1,33094.4,10901.7,154924.0,71585.6,201931.9,97369.0,9790.3,29244.0,438.3,341985.9,48129.5,293856.5,341985.9
17,012330,운수장비,자동차부품,2014,391119.2,35245.1,9655.5,176269.1,78745.6,232861.0,97348.0,9673.0,31412.4,38.0,351266.1,51232.0,300034.1,351266.1
18,012330,운수장비,자동차부품,2015,377748.3,38079.7,13055.0,159248.4,82906.2,256762.4,97348.0,9309.7,29345.7,803.3,360197.5,51478.3,308719.2,360197.5
19,012330,운수장비,자동차부품,2016,417116.1,43202.1,16668.6,182631.3,88334.1,285579.9,97348.0,9610.2,29046.9,-581.8,382617.5,52957.3,329660.2,382617.5
20,015760,전기가스,전기유틸리티,2012,1461528.2,762715.4,46749.4,139334.8,188170.8,510642.0,641964.0,8838.1,-8179.2,-14824.1,494215.1,9622.5,484592.6,494215.1
21,015760,전기가스,전기유틸리티,2013,1555273.3,838627.5,45383.9,152690.8,202138.5,514507.4,641964.0,8132.5,15189.7,4288.7,540378.0,34421.6,505956.4,540378.0
22,015760,전기가스,전기유틸리티,2014,1637082.9,872832.1,34752.1,168198.6,216000.7,548250.1,641964.0,8236.4,57875.7,4215.1,574748.8,77119.3,497629.5,574748.8
23,015760,전기가스,전기유틸리티,2015,1752573.6,846040.4,19322.6,220253.3,227108.4,679424.8,641964.0,8584.1,113467.3,89341.4,589577.2,134999.9,454577.3,589577.2
24,015760,전기가스,전기유틸리티,2016,1778370.4,800472.7,17738.9,197085.3,247392.3,730505.5,641964.0,9834.0,120016.0,2947.6,601903.8,146408.3,455495.5,601903.8
25,034730,기타금융업,복합기업,2012,51219.8,16931.3,39.0,11940.5,11919.4,22369.0,50000.0,1192.3,2007.3,-51.0,22418.0,22418.0,0.0,22418.0
26,034730,기타금융업,복합기업,2013,52929.3,19189.1,0.0,9883.4,8732.1,25008.0,50000.0,1125.9,2251.9,-95.3,23017.5,23017.5,0.0,23017.5
27,034730,기타금융업,복합기업,2014,53070.4,20641.4,0.0,9271.3,6405.3,26023.7,50000.0,1017.4,2715.4,90.2,24259.7,2825.0,21434.7,24259.7
28,034730,기타금융업,복합기업,2015,966338.1,306372.4,29881.9,297651.3,259193.2,400772.5,70926.0,97494.3,14067.5,44859.0,392995.3,39168.0,353827.3,392995.3
29,034730,기타금융업,복합기업,2016,1030473.4,320040.0,37567.5,324500.4,287166.1,423267.2,70926.0,117723.9,52981.8,-8252.8,836174.9,98478.0,737696.9,836174.9
30,017670,통신업,무선통신서비스,2012,255955.6,65658.8,3692.4,52944.2,61749.0,128547.8,80746.0,44341.4,17300.5,76.1,161414.1,161414.1,0.0,161414.1
31,017670,통신업,무선통신서비스,2013,265765.2,63407.4,1048.1,51234.2,60692.2,141665.6,80746.0,44840.4,20111.1,-4327.1,166020.5,166020.5,0.0,166020.5
32,017670,통신업,무선통신서비스,2014,279412.3,72726.5,1497.2,50831.5,54203.1,152482.7,80746.0,44015.9,18251.1,-2172.8,171638.0,171638.0,0.0,171638.0
33,017670,통신업,무선통신서비스,2015,285813.9,79508.0,1215.5,51602.4,52564.9,153741.0,80746.0,42133.7,17080.1,-2125.8,171367.3,171367.3,0.0,171367.3
34,017670,통신업,무선통신서비스,2016,312976.6,87371.3,1397.2,59966.3,64441.0,161164.3,80746.0,57088.1,15357.4,-2323.3,170918.2,170918.2,0.0,170918.2
35,096770,기타금융업,석유와가스,2012,338310.8,54582.4,12370.9,178851.7,120248.2,163480.2,93714.0,13639.2,16993.6,167.9,733300.1,35862.9,697437.2,733300.1
36,096770,기타금융업,석유와가스,2013,352888.7,67082.7,8230.4,169974.4,116653.5,169152.5,93714.0,13816.8,14064.2,-1097.9,660393.1,32736.2,627656.8,660393.1
37,096770,기타금융업,석유와가스,2014,351013.1,76369.0,7281.7,148883.7,114033.6,160610.6,93714.0,19438.1,-1828.0,-355.7,658607.1,16163.4,642443.7,658607.1
38,096770,기타금융업,석유와가스,2015,313598.4,68194.9,6651.2,128421.8,74940.1,170463.4,93714.0,16630.7,19795.6,-2624.4,483563.2,41594.8,441968.4,483563.2
39,096770,기타금융업,석유와가스,2016,325813.3,55397.4,7469.6,149877.2,87365.5,183050.5,93714.0,12723.0,32283.4,-3910.1,395205.4,49587.9,345617.5,395205.4
40,066570,전기전자,전자제품,2012,347660.5,75460.1,28738.6,163084.4,145142.9,127057.5,180834.0,12223.0,12167.2,-3652.4,551226.2,128704.4,422521.8,551226.2
41,066570,전기전자,전자제품,2013,355280.6,78246.9,19143.7,163250.6,150140.0,126893.7,180834.0,13636.9,12490.1,-4168.5,567723.0,131761.5,435961.5,567723.0
42,066570,전기전자,전자제품,2014,370684.2,83967.5,21318.8,174827.0,156805.8,129911.0,180834.0,13943.4,18285.6,-5789.1,590407.7,137416.5,452991.2,590407.7
43,066570,전기전자,전자제품,2015,363139.0,85576.5,22449.8,163976.1,147727.6,129834.9,180834.0,14732.8,11922.9,-5981.8,565090.1,128739.5,436350.6,565090.1
44,066570,전기전자,전자제품,2016,378552.7,87541.6,21997.6,169905.6,157443.6,133567.4,180834.0,15710.9,13377.6,-4913.3,553670.3,137367.4,416302.9,553670.3
45,003550,기타금융업,복합기업,2012,158480.8,18768.1,3696.7,34071.2,24258.7,115454.0,175872.0,1448.9,12315.5,-38.9,96952.0,16495.9,80456.2,96952.0
46,003550,기타금융업,복합기업,2013,165501.8,17852.1,3894.9,37096.7,26596.8,121052.9,175872.0,1564.1,11539.2,-252.0,97992.1,16145.0,81847.2,97992.1
47,003550,기타금융업,복합기업,2014,173327.1,18500.7,6346.7,38512.1,28968.0,125858.4,175872.0,1344.6,10441.1,-253.7,98654.0,15034.7,83619.3,98654.0
48,003550,기타금융업,복합기업,2015,181234.0,21025.3,4800.0,41555.6,27126.3,133082.4,175872.0,1165.9,11386.2,32.7,99653.7,16271.6,83382.1,99653.7
49,003550,기타금융업,복합기업,2016,194894.4,17020.6,3521.2,46631.2,35673.0,142200.8,175872.0,1140.1,13446.9,-151.3,107253.7,18010.5,89243.3,107253.7
50,000270,운수장비,자동차,2012,323983.1,55500.1,9341.6,111394.3,100002.4,168480.6,405363.0,15240.0,35222.5,360.8,472429.3,107069.3,365360.1,472429.3
51,000270,운수장비,자동차,2013,361820.4,51210.1,6049.7,134723.9,108062.4,202548.0,405363.0,17157.4,31771.0,160.6,475979.0,100859.6,375119.4,475979.0
52,000270,운수장비,자동차,2014,410442.0,65860.0,20699.0,166554.0,119743.4,224838.7,405363.0,18888.3,25725.5,-2318.5,470970.5,93429.3,377541.2,470970.5
53,000270,운수장비,자동차,2015,459801.1,71966.0,26048.9,183907.8,145794.9,242040.3,405363.0,21337.9,23542.7,-2325.2,495214.5,98676.8,396537.7,495214.5
54,000270,운수장비,자동차,2016,508892.6,80629.4,22716.3,209122.2,162469.0,265794.2,405363.0,22953.1,24614.8,-1359.3,527129.1,104313.2,422815.9,527129.1
55,006400,전기전자,전기제품,2012,108950.9,13265.6,2749.6,24148.6,20040.4,75644.8,47176.0,1710.1,1868.7,13700.1,57711.8,9078.5,48633.4,57711.8
56,006400,전기전자,전기제품,2013,105556.7,14863.0,3699.7,20631.9,15269.6,75424.2,47176.0,1670.7,-113.2,1191.5,34284.6,6164.4,28120.2,34284.6
57,006400,전기전자,전기제품,2014,159685.5,18873.8,1036.1,35355.5,22542.6,118269.1,70382.0,12789.4,708.2,-695.2,54742.2,9287.4,45454.8,54742.2
58,006400,전기전자,전기제품,2015,162253.0,17707.8,2037.3,47738.8,32013.4,112531.9,70382.0,12776.2,-2674.9,-1613.7,49548.6,8401.2,41147.4,49548.6
59,006400,전기전자,전기제품,2016,149003.1,17234.1,2673.3,39582.7,22128.0,109641.1,70382.0,9416.9,-9263.3,-1274.6,52008.2,7505.7,44502.5,52008.2
60,034220,전기전자,디스플레이패널,2012,244555.1,50091.7,13961.1,89146.9,92061.6,102401.8,357816.0,4976.0,9123.7,-3531.0,294296.7,30049.1,264247.6,294296.7
61,034220,전기전자,디스플레이패널,2013,217152.8,41289.5,9999.6,77317.9,67889.2,107974.2,357816.0,4681.9,11633.1,-1598.3,270330.4,35081.8,235248.5,270330.4
62,034220,전기전자,디스플레이패널,2014,229670.2,36340.6,12942.9,92406.3,75495.6,117834.1,357816.0,5766.7,13572.6,-231.7,264555.3,37884.0,226671.3,264555.3
63,034220,전기전자,디스플레이패널,2015,225771.6,32654.9,15264.5,95316.3,66067.1,127049.6,357816.0,8387.3,16255.7,-529.5,283838.8,43143.1,240695.7,283838.8
64,034220,전기전자,디스플레이패널,2016,248843.4,43637.3,25998.0,104841.9,70582.2,134623.9,357816.0,8949.4,13114.2,1229.9,265040.7,37498.0,227542.7,265040.7
65,139480,유통업,백화점과일반상점,2012,122539.9,26573.8,481.9,12024.3,34674.2,61292.0,27876.0,3806.3,7350.0,-47.9,126850.4,34851.8,91998.6,126850.4
66,139480,유통업,백화점과일반상점,2013,130518.3,29146.6,3174.0,12611.3,34392.4,66979.3,27876.0,3988.1,7351.0,21.6,130352.6,36087.7,94265.0,130352.6
67,139480,유통업,백화점과일반상점,2014,138274.6,33954.5,3612.9,13044.7,33722.9,70597.2,27876.0,3712.6,5829.8,-468.7,131536.1,36732.5,94803.6,131536.1
68,139480,유통업,백화점과일반상점,2015,144937.5,33198.5,2827.9,14643.6,39345.4,72393.6,27876.0,3832.0,5037.8,-615.7,136399.9,37961.7,98438.2,136399.9
69,139480,유통업,백화점과일반상점,2016,154281.8,33026.3,2883.7,17408.8,40013.9,81241.7,27876.0,3986.2,5468.5,-155.5,147778.8,41539.9,106238.9,147778.8
70,009540,운수장비,조선,2012,492731.8,83578.4,37587.2,252786.3,218562.0,187413.5,76000.0,22974.1,20055.3,-11864.0,549737.0,46532.0,503205.0,549737.0
71,009540,운수장비,조선,2013,532049.7,76589.6,26249.0,292541.8,265164.2,190295.9,76000.0,22856.5,8019.8,-6332.6,541881.0,32551.1,509329.8,541881.0
72,009540,운수장비,조선,2014,533844.2,90431.7,39327.3,298716.1,277026.7,166385.8,76000.0,22116.3,-32494.5,5086.7,525824.0,-7170.4,532994.4,525824.0
73,009540,운수장비,조선,2015,497328.4,111732.3,40558.9,271760.1,230606.5,154989.6,76000.0,21401.8,-15401.3,7862.3,462317.1,15497.4,446819.7,462317.1
74,009540,운수장비,조선,2016,492491.8,81222.5,23828.1,260366.5,232371.7,178897.5,76000.0,19629.7,16418.5,-2090.3,393172.9,45646.8,347526.1,393172.9
75,030200,통신업,다각화된통신서비스,2012,345579.1,100731.7,5135.0,105174.2,112667.7,132179.8,261112.0,32136.4,12092.3,4708.7,238563.8,238563.8,0.0,238563.8
76,030200,통신업,다각화된통신서비스,2013,348465.3,107938.9,6589.8,99684.5,111877.4,128649.1,261112.0,38273.9,8393.4,-4935.9,238106.0,238106.0,0.0,238106.0
77,030200,통신업,다각화된통신서비스,2014,337755.0,119929.7,9518.0,87509.3,99922.4,117902.9,261112.0,35440.3,-4065.9,-3910.2,223116.7,223116.7,0.0,223116.7
78,030200,통신업,다각화된통신서비스,2015,293411.9,85358.1,5462.1,85831.8,86399.1,121654.7,261112.0,25997.5,12929.4,-2071.6,222812.2,222812.2,0.0,222812.2
79,030200,통신업,다각화된통신서비스,2016,305877.3,83268.1,5849.1,96433.1,94661.5,127947.8,261112.0,30228.0,14399.8,-966.0,227436.7,227436.7,0.0,227436.7
80,004020,철강금속,철강,2012,234663.3,71176.4,33403.3,58009.5,63605.0,99881.9,85314.0,1568.7,0.0,0.3,234663.3,21752.4,0.0,148934.2
81,004020,철강금속,철강,2013,295202.8,96594.9,43119.2,63633.5,64961.1,133646.8,116550.0,13503.2,0.0,0.0,295202.8,21686.6,0.0,135327.6
82,004020,철강금속,철강,2014,289338.0,92334.3,39516.0,61206.4,58855.9,138147.9,116550.0,13410.3,0.0,0.0,289338.0,21656.8,0.0,167623.6
83,004020,철강금속,철강,2015,319364.3,97589.9,44098.3,66668.5,66574.4,155200.0,133446.0,18526.0,0.0,30.2,319364.3,22568.4,0.0,161325.1
84,004020,철강금속,철강,2016,323892.7,92125.2,42856.6,67949.7,68131.1,163636.4,133446.0,17931.1,0.0,2.2,323892.7,23763.9,0.0,166915.1
85,023530,유통업,백화점과일반상점,2012,368570.4,100497.0,9703.3,130706.4,110890.2,157183.2,29043.0,44084.4,14674.7,-255.1,250436.8,76281.9,174154.9,250436.8
86,023530,유통업,백화점과일반상점,2013,389725.7,97154.4,13123.3,142910.9,123318.8,169252.4,31491.0,43413.9,14852.6,-1812.9,282117.0,86646.8,195470.2,282117.0
87,023530,유통업,백화점과일반상점,2014,400723.3,99945.4,13696.2,149756.4,125339.1,175438.8,31491.0,41560.8,11883.8,-600.7,280995.7,87629.0,193366.7,280995.7
88,023530,유통업,백화점과일반상점,2015,406933.7,116868.7,18565.4,159973.0,119186.5,170878.4,31491.0,35783.9,8537.1,-7717.5,291276.5,89105.1,202171.4,291276.5
89,023530,유통업,백화점과일반상점,2016,419159.1,112659.1,17060.8,169323.1,133859.6,172640.4,31491.0,33567.0,9403.6,-3339.9,295264.1,93301.3,201962.8,295264.1
90,161390,화학,자동차부품,2012,71824.5,9699.0,7344.6,33368.7,29910.7,32214.9,123875.0,1166.2,3085.9,221.0,23172.2,7554.5,15617.7,23172.2
91,161390,화학,자동차부품,2013,77767.1,9103.2,6191.6,39522.4,29422.6,39241.4,123875.0,1248.4,10310.1,70.2,70692.4,23583.9,47108.5,70692.4
92,161390,화학,자동차부품,2014,83200.8,7342.6,3675.0,38797.9,30693.4,45164.7,123875.0,1320.9,10316.4,-501.6,66808.5,24000.5,42808.0,66808.5
93,161390,화학,자동차부품,2015,94961.4,14484.7,4288.3,33887.8,29068.8,51407.9,123875.0,1428.1,8849.9,18.2,64281.7,23441.3,40840.5,64281.7
94,161390,화학,자동차부품,2016,96219.7,12137.1,2659.5,32930.6,24467.9,59614.8,123875.0,1461.9,11032.3,339.1,66217.6,25767.3,40450.3,66217.6
95,078930,기타금융업,석유와가스,2012,127124.3,31912.4,10657.9,24460.9,23482.1,71729.8,94700.0,5492.0,6842.7,566.9,97157.1,17407.0,79750.1,97157.1
96,078930,기타금융업,석유와가스,2013,126362.7,34299.3,9921.9,23231.5,17817.9,74245.4,94700.0,5912.5,5521.3,666.4,95831.9,16853.1,78978.9,95831.9
97,078930,기타금융업,석유와가스,2014,150727.7,51488.7,12435.9,25458.5,27059.8,72179.1,94700.0,12003.4,-343.3,-523.4,108661.3,11774.4,96887.0,108661.3
98,078930,기타금융업,석유와가스,2015,190230.1,85628.2,24029.7,19462.9,23623.4,80978.5,94700.0,19352.7,16043.2,-1242.5,121795.1,28804.7,92990.4,121795.1
99,078930,기타금융업,석유와가스,2016,203411.7,76499.7,24990.2,24728.5,37709.3,89202.7,94700.0,18900.6,17542.2,907.8,134624.3,31894.2,102730.0,134624.3
100,032640,통신업,무선통신서비스,2012,110887.0,38027.3,20590.1,25728.9,35374.6,37485.0,436611.0,8907.7,1267.6,-198.6,109046.3,109046.3,0.0,109046.3
101,032640,통신업,무선통신서비스,2013,117750.5,40143.0,18948.4,26971.1,37381.3,40226.2,436611.0,12586.1,5421.3,-126.5,114503.0,114503.0,0.0,114503.0
102,032640,통신업,무선통신서비스,2014,120126.6,43491.9,16232.0,24898.5,34856.6,41778.1,436611.0,11165.0,5763.4,-220.8,109998.3,109998.3,0.0,109998.3
103,032640,통신업,무선통신서비스,2015,119510.0,41484.4,12374.4,25991.6,33541.5,44484.0,436611.0,9666.0,6323.3,182.9,107952.2,107952.2,0.0,107952.2
104,032640,통신업,무선통신서비스,2016,119891.2,35884.0,7612.0,26195.5,35743.9,48263.3,436611.0,11922.1,7464.8,154.7,114510.5,114510.5,0.0,114510.5
105,009830,화학,화학,2012,124066.9,35919.4,15391.3,35825.7,42493.3,45654.2,141407.0,5311.9,52.5,636.3,69622.1,11349.0,58273.1,69622.1
106,009830,화학,화학,2013,128070.6,39533.4,19278.7,44696.6,43970.0,44567.2,141407.0,4710.2,978.9,119.0,78635.5,12646.4,65989.1,78635.5
107,009830,화학,화학,2014,125970.2,33763.3,16446.3,42728.0,44412.1,47794.8,163063.0,4685.5,1412.6,984.1,80553.3,12781.9,67771.5,80553.3
108,009830,화학,화학,2015,138526.2,35008.1,15560.0,47777.4,54206.5,49311.6,163063.0,4408.1,3370.1,-1204.4,80369.9,14963.5,65406.4,80369.9
109,009830,화학,화학,2016,138179.1,33866.0,12204.7,45238.7,49629.8,54683.3,165933.0,4262.0,7792.2,-1651.9,92588.3,20476.1,72112.2,92588.3
110,001040,기타금융업,복합기업,2012,213850.4,63004.3,22114.8,63361.8,67005.5,83840.6,31275.0,39402.7,10629.7,-1103.2,176283.9,53362.5,122921.3,176283.9
111,001040,기타금융업,복합기업,2013,221237.0,70126.7,26857.1,65365.4,65100.9,86009.5,31301.0,42904.9,7860.7,-3001.9,188517.0,55050.3,133466.7,188517.0
112,001040,기타금융업,복합기업,2014,230393.2,67686.8,24433.9,69938.9,72007.7,90698.7,31345.0,43131.2,10031.2,941.9,195723.0,60899.3,134823.8,195723.0
113,001040,기타금융업,복합기업,2015,235621.4,60141.7,14207.9,69502.1,76845.2,98634.6,31394.0,42495.7,12253.3,-3385.1,211667.1,66931.6,144735.5,211667.1
114,001040,기타금융업,복합기업,2016,270095.9,70929.5,18349.7,78624.5,86621.9,112544.5,31437.0,57361.0,12529.1,-2166.6,239542.0,74522.4,165019.6,239542.0
115,000720,건설업,건설,2012,127468.3,18411.4,2233.8,96106.7,61497.6,47559.4,111455.0,767.8,7604.1,-429.2,133248.2,12488.7,120759.5,133248.2
116,000720,건설업,건설,2013,146665.0,26230.5,6013.6,110428.2,69092.1,51342.4,111455.0,846.5,7041.0,-263.2,138520.4,11196.8,127323.7,138520.4
117,000720,건설업,건설,2014,182446.0,32165.3,6145.7,134411.5,82407.6,67873.1,111455.0,8742.5,8292.0,-1170.1,172764.8,14115.7,158649.1,172764.8
118,000720,건설업,건설,2015,193501.0,33841.7,4598.7,142284.2,85753.0,73906.4,111455.0,8573.1,10893.3,-1463.5,192331.8,17250.4,175081.4,192331.8
119,000720,건설업,건설,2016,198734.4,29992.2,4316.9,149379.2,87495.8,81246.5,111455.0,8103.4,11589.6,-1417.1,188250.2,19297.4,168952.8,188250.2
120,004800,화학,화학,2012,137727.1,41389.3,18577.8,45122.8,66211.4,30126.5,35117.0,4075.1,2230.6,1018.7,126117.5,11341.8,114775.7,126117.5
121,004800,화학,화학,2013,135934.1,37867.8,18760.0,40932.9,71325.5,26740.8,35117.0,4401.0,4859.1,-388.4,125791.6,14840.6,110950.9,125791.6
122,004800,화학,화학,2014,136620.7,35406.3,19531.4,41189.2,72261.7,28952.7,35117.0,4097.7,6003.5,1805.7,121771.3,16115.3,105656.1,121771.3
123,004800,화학,화학,2015,140131.8,38227.5,18774.0,42171.7,67183.1,34721.1,35117.0,4526.6,9501.7,-388.2,124584.5,20286.6,104298.0,124584.5
124,004800,화학,화학,2016,141208.0,33965.1,14343.1,40484.5,68830.8,38412.2,35117.0,4200.7,10163.5,-1190.2,119291.1,21581.2,97709.9,119291.1
125,097950,음식료,식품,2012,123638.8,37534.9,11688.2,33635.0,33893.6,52210.3,14412.0,16056.1,6155.3,-591.3,98775.3,21809.0,76966.3,98775.3
126,097950,음식료,식품,2013,130044.9,44830.0,17910.4,37050.6,37089.1,48125.8,14427.0,17639.7,3454.8,-1773.6,108477.2,20781.6,87695.6,108477.2
127,097950,음식료,식품,2014,133825.3,43102.1,15941.3,39732.7,41224.4,49498.8,14466.0,17509.2,5799.3,-1080.8,117018.0,24433.7,92584.3,117018.0
128,097950,음식료,식품,2015,137512.7,40302.9,8475.5,40185.1,43357.4,53852.3,14486.0,17373.5,7514.1,-1445.4,129244.7,28860.3,100384.4,129244.7
129,097950,음식료,식품,2016,157662.4,50065.3,11551.8,48806.9,46992.3,60604.8,14489.0,23338.3,8436.4,-1040.7,145632.6,32881.1,112751.5,145632.6
130,036460,전기가스,가스유틸리티,2012,406217.2,220696.0,4092.9,117856.6,101831.5,83689.7,77285.0,24066.0,12666.5,0.7,350313.2,16094.3,334218.9,350313.2
131,036460,전기가스,가스유틸리티,2013,436663.8,263951.9,6263.5,122394.5,83384.0,89327.8,92313.0,20753.3,14882.1,-6189.0,380627.1,18479.2,362148.0,380627.1
132,036460,전기가스,가스유틸리티,2014,467720.2,271855.3,2440.9,137913.3,98621.1,97243.8,92313.0,22342.5,10719.1,-629.7,372848.7,14278.7,358569.9,372848.7
133,036460,전기가스,가스유틸리티,2015,423853.4,265997.0,4445.1,100145.7,57287.0,100569.4,92313.0,25209.0,10078.1,-1093.1,260527.2,13845.3,246681.9,260527.2
134,036460,전기가스,가스유틸리티,2016,399278.4,249850.7,4206.8,85438.7,55562.8,93864.9,92313.0,24157.3,9176.3,-10856.9,211081.2,13333.9,197747.3,211081.2
135,002380,화학,건축자재,2012,68239.9,6622.3,1374.7,16996.6,11998.6,49619.0,10520.0,331.8,1989.5,-2470.7,32462.3,6890.7,25571.6,32462.3
136,002380,화학,건축자재,2013,70517.3,13746.4,1311.0,20155.9,5838.4,50932.5,10520.0,330.6,2317.4,134.7,32330.4,7122.1,25208.4,32330.4
137,002380,화학,건축자재,2014,86545.3,15248.8,1313.7,25612.3,9003.5,62293.1,10520.0,316.5,2733.9,566.8,33998.3,7982.2,26016.1,33998.3
138,002380,화학,건축자재,2015,86684.1,14249.4,2335.3,22056.6,13748.1,58686.5,10557.0,413.3,3092.1,-107.0,34143.9,8857.7,25286.2,34143.9
139,002380,화학,건축자재,2016,91623.7,15179.4,3336.4,22888.3,16775.0,59669.3,10557.0,400.6,3265.8,-988.8,34904.9,9291.0,25613.9,34904.9
140,010060,화학,화학,2012,72830.5,27425.9,11488.1,19774.3,9488.2,35916.3,23849.0,1362.2,1547.8,-817.0,32184.6,5172.5,27012.1,32184.6
141,010060,화학,화학,2013,73022.9,24488.7,9447.0,18448.7,15801.2,32733.0,23849.0,1456.3,-1062.0,-284.4,29555.1,2508.0,27047.1,29555.1
142,010060,화학,화학,2014,74187.1,23407.2,10403.0,18860.7,18225.0,32554.9,23849.0,1444.0,-760.3,835.3,24204.6,1910.4,22294.2,24204.6
143,010060,화학,화학,2015,72987.8,24711.2,12764.6,23998.3,15854.5,32422.1,23849.0,468.3,-1446.3,-747.2,23015.2,857.0,22158.2,23015.2
144,010060,화학,화학,2016,62485.6,15460.2,6695.2,19813.9,14379.4,32646.0,23849.0,342.9,1213.5,-2757.6,27393.6,3298.9,24094.7,27393.6
145,241560,기타금융업,기계,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,241560,기타금융업,기계,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,241560,기타금융업,기계,2014,62563.4,22716.4,17099.3,13872.6,9328.4,30518.6,10.0,42134.8,2802.5,-533.6,29303.5,5897.6,23405.9,29303.5
148,241560,기타금융업,기계,2015,63649.3,24036.7,18131.2,16421.3,8358.0,31254.6,10.0,41588.7,3855.7,102.1,40407.5,8581.5,31826.0,40407.5
149,241560,기타금융업,기계,2016,63260.7,22358.7,15964.3,15289.2,7383.6,33518.4,100249.0,42301.6,4140.1,-213.7,39499.3,8800.1,30699.2,39499.3
150,010140,운수장비,조선,2012,166349.7,24333.5,5442.9,102758.9,89186.7,52829.5,230990.0,379.5,12056.6,-1967.2,144894.7,19351.3,125543.5,144894.7
151,010140,운수장비,조선,2013,174271.5,21376.8,606.6,107169.4,94436.7,58458.0,230990.0,1368.5,9142.1,1636.6,148345.0,17968.4,130376.6,148345.0
152,010140,운수장비,조선,2014,171222.3,15407.1,3605.8,105812.0,100083.6,55731.6,230990.0,1285.3,1830.2,944.3,128790.6,7627.0,121163.6,128790.6
153,010140,운수장비,조선,2015,173015.9,34657.3,15131.8,101104.8,95701.2,42657.5,230990.0,1017.4,-15019.1,509.2,97144.4,-9616.2,106760.6,97144.4
154,010140,운수장비,조선,2016,172174.6,18964.1,9754.6,99507.9,90457.4,62753.1,390115.0,961.4,-1472.0,1758.8,104141.9,4750.8,99391.1,104141.9
155,000880,화학,화학,2012,1040856.5,84891.8,19494.4,78558.0,88353.8,105859.6,75438.0,6674.3,12261.1,-44.3,356519.7,29460.5,327059.3,356519.7
156,000880,화학,화학,2013,1133226.1,90434.1,29751.3,94604.5,90751.7,107759.6,75438.0,6228.2,8637.3,-642.2,387249.7,27667.1,359582.6,387249.7
157,000880,화학,화학,2014,1236842.6,87756.5,26681.6,87141.4,93386.9,121152.4,75438.0,6626.9,5158.4,-776.4,374568.4,22264.4,352304.0,374568.4
