,code,year,f_roa,f_cfo,f_droa,f_accrual,f_dlever,f_dliquid,f_equityoffer,f_dmargin,f_dturnover,f_total
483,064960,2015,1,1,1,1,1,1,1,1,1,9
484,064960,2016,1,1,0,1,1,1,1,0,0,6
485,029530,2012,0,0,0,0,0,0,1,0,0,1
486,029530,2013,1,1,0,1,0,1,1,0,0,5
487,029530,2014,1,1,0,1,0,1,1,0,0,5
488,029530,2015,1,1,1,1,1,1,1,0,1,8
489,029530,2016,1,1,1,1,1,1,1,1,0,8
490,025540,2012,0,0,0,0,0,0,1,0,0,1
491,025540,2013,1,1,0,1,0,1,1,0,0,5
492,025540,2014,1,1,1,1,0,1,1,1,0,7
493,025540,2015,1,1,1,1,0,1,1,1,0,7
494,025540,2016,1,1,1,1,0,1,1,1,0,7
495,002270,2012,0,0,0,0,0,0,1,0,0,1
496,002270,2013,1,1,0,1,0,1,1,0,0,5
497,002270,2014,1,1,0,1,0,1,1,0,0,5
498,002270,2015,1,1,0,1,1,1,1,1,0,7
499,002270,2016,1,1,1,1,1,1,1,0,0,7
500,053210,2012,0,0,0,0,0,0,1,0,0,1
501,053210,2013,1,1,0,1,0,1,1,0,0,5
502,053210,2014,1,1,0,1,0,1,1,0,0,5
503,053210,2015,1,1,1,1,0,1,1,0,1,7
504,053210,2016,1,1,0,1,0,1,1,0,0,5
505,019680,2012,0,0,0,0,0,0,1,0,0,1
506,019680,2013,1,1,0,1,0,1,1,0,0,5
507,019680,2014,1,1,0,1,0,1,1,1,0,6
508,019680,2015,1,1,1,1,0,1,1,1,1,8
509,019680,2016,1,1,1,1,1,1,1,1,1,9
510,002240,2012,0,0,0,0,0,0,1,0,0,1
511,002240,2013,1,1,0,1,0,1,1,0,0,5
512,002240,2014,1,1,1,1,0,1,1,1,1,8
513,002240,2015,1,1,0,1,0,1,0,0,0,4
514,002240,2016,1,1,0,1,1,1,1,1,1,8
515,005180,2012,0,0,0,0,0,0,1,0,0,1
516,005180,2013,1,1,0,1,0,1,1,0,0,5
517,005180,2014,1,1,0,1,0,1,1,0,0,5
518,005180,2015,1,1,0,1,0,1,1,0,0,5
519,005180,2016,1,1,1,1,1,1,1,1,0,8
520,060980,2012,0,0,0,0,0,0,1,0,0,1
521,060980,2013,1,1,0,1,0,1,1,0,0,5
522,060980,2014,1,1,1,1,0,1,1,1,0,7
523,060980,2015,1,1,1,1,0,1,1,1,1,8
524,060980,2016,1,1,1,1,0,1,1,1,1,8
525,034310,2012,0,0,0,0,0,0,1,0,0,1
526,034310,2013,1,1,0,1,0,1,1,0,0,5
527,034310,2014,1,1,0,1,0,1,1,0,1,6
528,034310,2015,1,1,0,1,1,1,1,0,0,6
529,034310,2016,1,1,1,1,1,1,1,0,1,8
530,058650,2012,0,0,0,0,0,0,1,0,0,1
531,058650,2013,1,1,0,1,0,1,1,0,0,5
532,058650,2014,1,1,1,1,0,1,1,1,1,8
533,058650,2015,1,1,1,1,0,1,1,1,0,7
534,058650,2016,1,1,0,1,1,1,1,0,0,6
535,003030,2012,0,0,0,0,0,0,1,0,0,1
536,003030,2013,1,1,0,1,0,1,1,0,0,5
537,003030,2014,1,1,1,1,0,1,1,1,1,8
538,003030,2015,1,1,0,1,1,1,1,0,0,6
539,003030,2016,1,1,1,1,0,1,1,1,0,7
540,031430,2012,0,0,0,0,0,0,1,0,0,1
541,031430,2013,1,1,0,1,0,1,1,0,0,5
542,031430,2014,1,1,0,1,0,1,1,1,0,6
543,031430,2015,1,1,1,1,0,1,1,1,0,7
544,031430,2016,1,1,1,1,0,1,1,1,0,7
545,033920,2012,0,0,0,0,0,0,1,0,0,1
546,033920,2013,1,1,0,1,0,1,1,0,0,5
547,033920,2014,1,1,1,1,0,1,0,1,1,7
548,033920,2015,1,1,0,1,1,1,0,0,0,5
549,033920,2016,1,1,0,1,0,1,0,1,0,5
550,001520,2012,0,0,0,0,0,0,1,0,0,1
551,001520,2013,0,1,0,1,0,1,1,0,0,4
552,001520,2014,1,1,1,1,0,1,1,0,1,7
553,001520,2015,1,1,1,1,1,1,0,1,1,8
554,001520,2016,1,1,0,1,1,1,0,0,0,5
555,006120,2012,0,0,0,0,0,0,1,0,0,1
556,006120,2013,1,1,0,1,0,1,1,0,0,5
557,006120,2014,1,1,0,1,0,1,1,1,0,6
558,006120,2015,1,1,0,1,1,1,1,1,0,7
559,006120,2016,1,1,1,1,1,1,1,0,1,8
560,072710,2012,0,0,0,0,0,0,1,0,0,1
561,072710,2013,1,1,0,1,0,1,1,0,0,5
562,072710,2014,1,1,0,1,0,1,1,0,1,6
563,072710,2015,1,1,1,1,0,1,1,1,1,8
564,072710,2016,1,1,1,1,1,1,1,1,1,9
565,009290,2012,0,0,0,0,0,0,1,0,0,1
566,009290,2013,1,1,0,1,0,1,1,0,0,5
567,009290,2014,1,1,1,1,0,1,1,1,1,8
568,009290,2015,1,1,0,1,0,1,1,0,1,6
569,009290,2016,1,1,0,1,1,1,1,0,0,6
570,192400,2012,0,0,0,0,0,0,1,0,0,1
571,192400,2013,1,1,0,1,0,0,1,0,0,4
572,192400,2014,1,1,0,1,0,0,1,1,0,5
573,192400,2015,1,1,1,1,0,1,1,1,1,8
574,192400,2016,1,1,0,1,1,1,1,1,0,7
575,034120,2012,0,0,0,0,0,0,1,0,0,1
576,034120,2013,1,1,0,1,0,1,1,0,0,5
577,034120,2014,0,1,0,1,0,1,1,0,1,5
578,034120,2015,1,1,1,1,0,1,1,1,0,7
579,034120,2016,0,1,0,1,1,1,1,0,0,5
580,003920,2012,0,0,0,0,0,0,1,0,0,1
581,003920,2013,0,1,0,1,0,1,1,0,0,4
582,003920,2014,0,1,0,1,0,1,1,0,0,4
583,003920,2015,1,1,1,1,0,1,1,1,1,8
584,003920,2016,1,1,1,1,1,1,1,0,0,7
585,004490,2012,0,0,0,0,0,0,1,0,0,1
586,004490,2013,1,1,0,1,0,1,1,0,0,5
587,004490,2014,1,1,0,1,0,1,1,1,0,6
588,004490,2015,1,1,1,1,1,1,1,1,0,8
589,004490,2016,1,1,0,1,1,1,1,0,0,6
590,070960,2012,0,0,0,0,0,0,1,0,0,1
591,070960,2013,1,1,0,1,0,1,1,0,0,5
592,070960,2014,1,1,0,1,0,1,1,0,0,5
593,070960,2015,1,1,1,1,1,1,1,1,1,9
594,070960,2016,1,1,0,1,1,1,0,0,1,6
595,027410,2012,0,0,0,0,0,0,1,0,0,1
596,027410,2013,1,1,0,1,0,1,1,0,0,5
597,027410,2014,1,1,0,1,0,1,1,0,0,5
598,027410,2015,1,1,1,1,1,1,0,0,1,7
599,027410,2016,1,1,0,1,0,1,0,0,0,4
600,126560,2012,0,0,0,0,0,0,1,0,0,1
601,126560,2013,1,1,0,1,0,1,1,0,0,5
602,126560,2014,1,1,0,1,0,1,1,0,0,5
603,126560,2015,1,1,0,1,0,1,1,0,0,5
604,126560,2016,1,1,1,1,1,1,0,0,0,6
605,004690,2012,0,0,0,0,0,0,1,0,0,1
606,004690,2013,1,1,0,1,0,1,1,0,0,5
607,004690,2014,1,1,0,1,0,1,1,0,1,6
608,004690,2015,1,1,1,1,1,1,1,1,0,8
609,004690,2016,1,1,0,1,0,1,1,1,0,6
610,101060,2012,0,0,0,0,0,0,1,0,0,1
611,101060,2013,1,1,0,1,0,1,1,0,0,5
612,101060,2014,1,1,0,1,0,1,1,0,0,5
613,101060,2015,1,1,0,1,1,1,1,0,1,7
614,101060,2016,1,1,0,1,0,1,1,0,1,6
615,004130,2012,0,0,0,0,0,0,1,0,0,1
616,004130,2013,1,1,0,1,0,1,1,0,0,5
617,004130,2014,1,1,0,1,0,1,1,0,0,5
618,004130,2015,1,1,0,1,1,1,1,0,0,6
619,004130,2016,1,1,0,1,0,1,1,0,0,5
620,008060,2012,0,0,0,0,0,0,1,0,0,1
621,008060,2013,1,1,0,1,0,1,1,0,0,5
622,008060,2014,1,1,1,1,0,1,1,1,0,7
623,008060,2015,1,1,1,1,1,1,1,1,0,8
624,008060,2016,1,1,1,1,0,1,1,1,1,8
625,017390,2012,0,0,0,0,0,0,1,0,0,1
626,017390,2013,1,1,0,1,0,1,1,0,0,5
627,017390,2014,1,1,0,1,0,1,1,1,0,6
628,017390,2015,0,1,0,1,0,1,1,1,0,5
629,017390,2016,0,1,0,1,0,1,1,1,0,5
630,014830,2012,0,0,0,0,0,0,1,0,0,1
631,014830,2013,1,1,0,1,0,1,1,0,0,5
632,014830,2014,1,1,1,1,0,1,1,1,0,7
633,014830,2015,1,1,0,1,0,1,0,0,1,5
634,014830,2016,1,1,1,1,0,1,1,1,0,7
635,016450,2012,0,0,0,0,0,0,1,0,0,1
636,016450,2013,1,1,0,1,0,1,1,0,0,5
637,016450,2014,1,1,1,1,0,1,1,1,0,7
638,016450,2015,1,1,1,1,0,1,1,1,0,7
639,016450,2016,1,1,0,1,1,1,1,0,0,6
640,005810,2012,0,0,0,0,0,0,1,0,0,1
641,005810,2013,1,1,0,1,0,1,1,0,0,5
642,005810,2014,1,1,1,1,0,1,1,1,0,7
643,005810,2015,1,1,0,1,0,1,1,0,0,5
644,005810,2016,1,1,1,1,1,1,1,1,1,9
645,183190,2012,0,0,0,0,0,0,1,0,0,1
646,183190,2013,1,1,0,1,0,1,1,0,0,5
647,183190,2014,1,1,1,1,0,1,1,0,1,7
648,183190,2015,1,1,1,1,1,1,1,0,1,8
649,183190,2016,1,1,0,1,1,1,1,0,0,6
650,005720,2012,0,0,0,0,0,0,1,0,0,1
651,005720,2013,1,1,0,1,0,1,1,0,0,5
652,005720,2014,1,1,0,1,0,1,1,1,0,6
653,005720,2015,1,1,0,1,0,1,1,1,0,6
654,005720,2016,1,1,1,1,1,1,0,1,0,7
655,079980,2012,0,0,0,0,0,0,1,0,0,1
656,079980,2013,1,1,0,1,0,1,1,0,0,5
657,079980,2014,1,1,1,1,0,1,1,1,0,7
658,079980,2015,1,1,0,1,0,1,1,1,0,6
659,079980,2016,1,1,0,1,1,1,1,0,0,6
660,015350,2012,0,0,0,0,0,0,1,0,0,1
661,015350,2013,1,1,0,1,0,1,1,0,0,5
662,015350,2014,1,1,0,1,0,1,1,0,1,6
663,015350,2015,1,1,0,1,0,1,1,1,0,6
664,015350,2016,1,1,1,1,0,1,1,1,0,7
665,017940,2012,0,0,0,0,0,0,1,0,0,1
666,017940,2013,1,1,0,1,0,1,1,0,0,5
667,017940,2014,1,1,0,1,0,1,1,1,0,6
668,017940,2015,1,1,0,1,0,1,1,1,0,6
669,017940,2016,1,1,0,1,1,1,1,1,0,7
670,000050,2012,0,0,0,0,0,0,1,0,0,1
671,000050,2013,1,1,0,1,0,1,1,0,0,5
672,000050,2014,1,1,0,1,0,1,0,0,0,4
673,000050,2015,1,1,1,1,0,1,1,1,1,8
674,000050,2016,1,1,1,1,1,1,0,1,1,8
675,097230,2012,0,0,0,0,0,0,1,0,0,1
676,097230,2013,0,1,0,1,0,1,1,0,0,4
677,097230,2014,0,1,0,1,0,1,0,0,0,3
678,097230,2015,0,1,0,1,1,1,1,1,1,7
679,097230,2016,0,1,1,1,0,1,0,1,1,6
680,016800,2012,0,0,0,0,0,0,1,0,0,1
681,016800,2013,1,1,0,1,0,1,1,0,0,5
682,016800,2014,1,1,1,1,0,1,1,0,0,6
683,016800,2015,1,1,1,1,1,1,1,0,1,8
684,016800,2016,1,1,0,1,1,1,1,0,0,6
685,001630,2012,0,0,0,0,0,0,1,0,0,1
686,001630,2013,1,1,0,1,0,1,1,0,0,5
687,001630,2014,1,1,0,1,0,1,1,0,0,5
688,001630,2015,1,1,1,1,0,0,1,0,1,6
689,001630,2016,1,1,0,1,1,0,1,0,1,6
690,037710,2012,0,0,0,0,0,0,1,0,0,1
691,037710,2013,1,1,0,1,0,1,1,0,0,5
692,037710,2014,1,1,0,1,0,1,1,1,0,6
693,037710,2015,1,1,1,1,1,1,1,1,1,9
694,037710,2016,1,1,1,1,1,1,1,1,1,9
695,122900,2012,0,0,0,0,0,0,1,0,0,1
696,122900,2013,1,1,0,1,0,1,1,0,0,5
697,122900,2014,1,1,0,1,0,1,1,1,0,6
698,122900,2015,1,1,0,1,1,1,1,1,0,7
699,122900,2016,1,1,0,1,1,1,1,0,0,6
700,002000,2012,0,0,0,0,0,0,1,0,0,1
701,002000,2013,0,1,0,1,0,1,1,0,0,4
702,002000,2014,1,1,1,1,0,1,1,1,1,8
703,002000,2015,1,1,0,1,0,1,1,0,0,5
704,002000,2016,1,1,0,1,1,1,1,1,1,8
705,213500,2012,0,0,0,0,0,0,1,0,0,1
706,213500,2013,0,0,0,0,0,0,1,0,0,1
707,213500,2014,0,0,0,0,0,0,1,0,0,1
708,213500,2015,1,1,0,0,0,1,0,0,0,3
709,213500,2016,1,1,0,1,1,1,0,1,0,6
710,084690,2012,0,0,0,0,0,0,1,0,0,1
711,084690,2013,1,1,0,1,0,1,1,0,0,5
712,084690,2014,1,1,0,1,0,1,1,0,0,5
713,084690,2015,1,1,0,1,1,1,1,0,0,6
714,084690,2016,1,1,0,1,0,1,1,0,0,5
715,095570,2012,0,0,0,0,0,0,1,0,0,1
716,095570,2013,1,1,0,1,0,1,1,0,0,5
717,095570,2014,1,1,1,1,0,1,0,1,1,7
718,095570,2015,1,1,0,1,1,1,0,0,0,5
719,095570,2016,1,1,0,1,0,1,0,0,0,4
720,007690,2012,0,0,0,0,0,0,1,0,0,1
721,007690,2013,1,1,0,1,0,1,1,0,0,5
722,007690,2014,1,1,0,1,0,1,1,0,0,5
723,007690,2015,1,1,1,1,1,1,1,1,0,8
724,007690,2016,1,1,0,1,0,1,1,0,0,5
725,009680,2012,0,0,0,0,0,0,1,0,0,1
726,009680,2013,1,1,0,1,0,1,1,0,0,5
727,009680,2014,1,1,0,1,0,1,1,0,0,5
728,009680,2015,1,1,0,1,1,1,1,0,0,6
729,009680,2016,1,1,0,1,1,1,1,0,0,6
730,002990,2012,0,0,0,0,0,0,1,0,0,1
731,002990,2013,1,1,0,1,0,1,1,0,0,5
732,002990,2014,1,1,0,1,0,1,0,0,1,5
733,002990,2015,1,1,0,1,1,1,0,0,1,6
734,002990,2016,1,1,1,1,0,1,0,1,1,7
735,007160,2012,0,0,0,0,0,0,1,0,0,1
736,007160,2013,1,1,0,1,0,1,1,0,0,5
737,007160,2014,1,1,1,1,0,1,1,1,0,7
738,007160,2015,1,1,0,1,1,1,1,0,0,6
739,007160,2016,1,1,1,1,0,1,1,0,1,7
740,152330,2012,0,0,0,0,0,0,1,0,0,1
741,152330,2013,1,1,0,1,0,1,1,0,0,5
742,152330,2014,1,1,1,1,0,1,1,0,1,7
743,152330,2015,1,1,1,1,1,1,1,1,0,8
744,152330,2016,1,1,1,1,0,1,1,1,0,7
745,000480,2012,0,0,0,0,0,0,1,0,0,1
746,000480,2013,1,1,0,1,0,1,1,0,0,5
747,000480,2014,1,1,1,1,0,1,1,1,0,7
748,000480,2015,1,1,0,1,1,1,1,0,0,6
749,000480,2016,1,1,1,1,1,1,1,1,1,9
750,044820,2012,0,0,0,0,0,0,1,0,0,1
751,044820,2013,0,0,0,0,0,0,1,0,0,1
752,044820,2014,0,0,0,0,0,0,1,0,0,1
753,044820,2015,0,0,0,0,0,0,1,0,0,1
754,044820,2016,0,0,0,0,0,0,1,0,0,1
755,009580,2012,0,0,0,0,0,0,1,0,0,1
756,009580,2013,1,1,0,1,0,1,1,0,0,5
757,009580,2014,1,1,0,1,0,1,1,0,0,5
758,009580,2015,1,1,1,1,1,1,1,1,1,9
759,009580,2016,1,1,0,1,1,1,1,0,0,6
760,104700,2012,0,0,0,0,0,0,1,0,0,1
761,104700,2013,1,1,0,1,0,1,1,0,0,5
762,104700,2014,1,1,1,1,0,1,1,1,0,7
763,104700,2015,1,1,1,1,0,1,1,1,0,7
764,104700,2016,1,1,0,1,0,1,1,0,0,5
765,007340,2012,0,0,0,0,0,0,1,0,0,1
766,007340,2013,1,1,0,1,0,1,1,0,0,5
767,007340,2014,1,1,0,1,0,1,1,0,0,5
768,007340,2015,1,1,1,1,1,1,1,1,1,9
769,007340,2016,1,1,0,1,1,1,1,1,0,7
770,001390,2012,0,0,0,0,0,0,1,0,0,1
771,001390,2013,1,1,0,1,0,1,1,0,0,5
772,001390,2014,1,1,1,1,0,1,0,1,1,7
773,001390,2015,1,1,0,1,0,1,0,0,1,5
774,001390,2016,1,1,0,1,1,1,0,1,0,6
775,025000,2012,0,0,0,0,0,0,1,0,0,1
776,025000,2013,1,1,0,1,0,1,1,0,0,5
777,025000,2014,1,1,1,1,0,1,1,1,1,8
778,025000,2015,1,1,0,1,1,1,1,1,0,7
779,025000,2016,1,1,0,1,0,1,1,1,0,6
780,001250,2012,0,0,0,0,0,0,1,0,0,1
781,001250,2013,1,1,0,1,0,1,1,0,0,5
782,001250,2014,1,1,1,1,0,1,1,0,1,7
783,001250,2015,1,1,1,1,0,1,1,1,0,7
784,001250,2016,1,1,1,1,1,1,0,1,1,8
785,002320,2012,0,0,0,0,0,0,1,0,0,1
786,002320,2013,1,1,0,1,0,1,1,0,0,5
787,002320,2014,1,1,1,1,0,1,1,1,1,8
788,002320,2015,1,1,0,1,0,1,1,0,0,5
789,002320,2016,0,1,0,1,1,1,1,0,0,5
790,003120,2012,0,0,0,0,0,0,1,0,0,1
791,003120,2013,1,1,0,1,0,1,1,0,0,5
792,003120,2014,1,1,1,1,0,1,1,1,1,8
793,003120,2015,1,1,1,1,1,1,1,1,0,8
794,003120,2016,1,1,0,1,1,1,1,1,1,8
795,017960,2012,0,0,0,0,0,0,1,0,0,1
796,017960,2013,1,1,0,1,0,1,1,0,0,5
797,017960,2014,1,1,0,1,0,1,0,0,0,4
798,017960,2015,1,1,0,1,1,1,1,1,0,7
799,017960,2016,1,1,1,1,0,1,0,1,1,7
800,082740,2012,0,0,0,0,0,0,1,0,0,1
801,082740,2013,1,1,0,1,0,1,1,0,0,5
802,082740,2014,0,1,0,1,0,1,1,0,1,5
803,082740,2015,0,1,0,1,0,1,1,0,0,4
804,082740,2016,1,1,1,1,1,1,1,1,1,9
805,002810,2012,0,0,0,0,0,0,1,0,0,1
806,002810,2013,1,1,0,1,0,1,1,0,0,5
807,002810,2014,1,1,1,1,0,1,1,1,0,7
808,002810,2015,1,1,0,1,1,1,1,1,0,7
809,002810,2016,1,1,1,1,0,1,1,1,0,7
810,102260,2012,0,0,0,0,0,0,1,0,0,1
811,102260,2013,1,1,0,1,0,1,1,0,0,5
812,102260,2014,1,1,1,1,0,1,0,1,1,7
813,102260,2015,1,1,1,1,1,1,0,1,0,7
814,102260,2016,1,1,0,1,1,1,1,1,0,7
815,000020,2012,0,0,0,0,0,0,1,0,0,1
816,000020,2013,1,1,0,1,0,1,1,0,0,5
817,000020,2014,1,1,1,1,0,1,1,0,0,6
818,000020,2015,1,1,0,1,0,1,1,0,1,6
819,000020,2016,1,1,1,1,1,1,1,1,1,9
820,000430,2012,0,0,0,0,0,0,1,0,0,1
821,000430,2013,1,1,0,1,0,1,1,0,0,5
822,000430,2014,1,1,0,1,0,1,1,0,0,5
823,000430,2015,1,1,1,1,0,1,1,1,1,8
824,000430,2016,1,1,1,1,1,1,1,1,1,9
825,007210,2012,0,0,0,0,0,0,1,0,0,1
826,007210,2013,1,1,0,1,0,1,1,0,0,5
827,007210,2014,1,1,1,1,0,1,1,1,1,8
828,007210,2015,1,1,1,1,0,1,1,1,1,8
829,007210,2016,1,1,0,1,1,1,1,0,0,6
830,002030,2012,0,0,0,0,0,0,1,0,0,1
831,002030,2013,1,1,0,1,0,1,1,0,0,5
832,002030,2014,1,1,0,1,0,1,0,1,0,5
833,002030,2015,1,1,0,1,0,1,1,0,1,6
834,002030,2016,1,1,1,1,1,1,1,1,1,9
835,015860,2012,0,0,0,0,0,0,1,0,0,1
836,015860,2013,1,1,0,1,0,1,1,0,0,5
837,015860,2014,1,1,1,1,0,1,1,1,0,7
838,015860,2015,1,1,0,1,1,1,1,0,0,6
839,015860,2016,1,1,0,1,0,1,1,0,1,6
840,007810,2012,0,0,0,0,0,0,1,0,0,1
841,007810,2013,1,1,0,1,0,1,1,0,0,5
842,007810,2014,1,1,0,1,0,1,1,0,0,5
843,007810,2015,1,1,1,1,1,1,1,1,1,9
844,007810,2016,1,1,0,1,1,1,1,0,0,6
845,001130,2012,0,0,0,0,0,0,1,0,0,1
846,001130,2013,1,1,0,1,0,1,1,0,0,5
847,001130,2014,1,1,1,1,0,1,1,1,1,8
848,001130,2015,1,1,0,1,1,1,1,0,0,6
849,001130,2016,1,1,0,1,1,1,1,1,0,7
850,200880,2012,0,0,0,0,0,0,1,0,0,1
851,200880,2013,0,0,0,0,0,0,1,0,0,1
852,200880,2014,1,1,0,0,0,1,0,0,0,3
853,200880,2015,1,1,0,1,1,1,1,1,0,7
854,200880,2016,1,1,0,1,1,1,1,0,0,6
855,092230,2012,0,0,0,0,0,0,1,0,0,1
856,092230,2013,1,1,0,1,0,1,1,0,0,5
857,092230,2014,1,1,1,1,0,1,1,1,1,8
858,092230,2015,1,1,1,1,1,1,1,1,0,8
859,092230,2016,1,1,0,1,0,1,1,1,0,6
860,029460,2012,0,0,0,0,0,0,1,0,0,1
861,029460,2013,1,1,0,1,0,1,1,0,0,5
862,029460,2014,1,1,0,1,0,1,1,0,0,5
863,029460,2015,1,1,1,1,1,1,1,1,1,9
864,029460,2016,1,1,0,1,0,1,1,0,0,5
865,027390,2012,0,0,0,0,0,0,1,0,0,1
866,027390,2013,1,1,0,1,0,1,1,0,0,5
867,027390,2014,1,1,0,1,0,1,1,0,1,6
868,027390,2015,1,1,0,1,0,1,1,0,0,5
869,027390,2016,0,1,0,1,1,1,1,0,1,6
870,011760,2012,0,0,0,0,0,0,1,0,0,1
871,011760,2013,1,1,0,1,0,1,1,0,0,5
872,011760,2014,1,1,1,1,0,1,1,0,1,7
873,011760,2015,1,1,0,1,1,1,1,1,0,7
874,011760,2016,1,1,1,1,1,1,1,1,1,9
875,068400,2012,0,0,0,0,0,0,1,0,0,1
876,068400,2013,1,1,0,1,0,1,1,0,0,5
877,068400,2014,1,1,0,1,0,1,1,0,1,6
878,068400,2015,1,1,0,1,1,1,1,0,0,6
879,068400,2016,1,1,0,1,1,1,1,1,0,7
880,003570,2012,0,0,0,0,0,0,1,0,0,1
881,003570,2013,1,1,0,1,0,1,1,0,0,5
882,003570,2014,0,1,0,1,0,1,1,0,1,5
883,003570,2015,1,1,1,1,0,1,1,1,0,7
884,003570,2016,0,1,0,1,1,1,1,0,0,5
885,003200,2012,0,0,0,0,0,0,1,0,0,1
886,003200,2013,1,1,0,1,0,1,1,0,0,5
887,003200,2014,1,1,0,1,0,1,1,0,0,5
888,003200,2015,1,1,1,1,0,1,1,1,0,7
889,003200,2016,1,1,1,1,1,1,1,0,0,7
890,005680,2012,0,0,0,0,0,0,1,0,0,1
891,005680,2013,1,1,0,1,0,1,1,0,0,5
892,005680,2014,1,1,1,1,0,1,1,1,0,7
893,005680,2015,1,1,0,1,1,1,1,1,0,7
894,005680,2016,1,1,0,1,1,1,1,0,0,6
895,004960,2012,0,0,0,0,0,0,1,0,0,1
896,004960,2013,1,1,0,1,0,1,1,0,0,5
897,004960,2014,0,1,0,1,0,1,1,0,0,4
898,004960,2015,1,1,1,1,0,1,1,1,1,8
899,004960,2016,1,1,1,1,1,1,0,0,1,7
900,015360,2012,0,0,0,0,0,0,1,0,0,1
901,015360,2013,1,1,0,1,0,1,1,0,0,5
902,015360,2014,1,1,0,1,0,1,1,0,0,5
903,015360,2015,1,1,1,1,0,1,1,1,0,7
904,015360,2016,1,1,1,1,0,1,1,1,0,7
905,003070,2012,0,0,0,0,0,0,1,0,0,1
906,003070,2013,1,1,0,1,0,1,1,0,0,5
907,003070,2014,1,1,0,1,0,1,1,1,0,6
908,003070,2015,1,1,1,1,0,1,1,0,1,7
909,003070,2016,1,1,1,1,1,1,0,1,1,8
910,001940,2012,0,0,0,0,0,0,1,0,0,1
911,001940,2013,1,1,0,1,0,1,1,0,0,5
912,001940,2014,1,1,0,1,0,1,1,1,0,6
913,001940,2015,1,1,1,1,1,1,1,1,0,8
914,001940,2016,1,1,0,1,0,1,1,1,0,6
915,004700,2012,0,0,0,0,0,0,1,0,0,1
916,004700,2013,1,1,0,1,0,1,1,0,0,5
917,004700,2014,1,1,0,1,0,1,1,0,0,5
918,004700,2015,1,1,0,1,1,1,1,1,0,7
919,004700,2016,1,1,1,1,0,1,1,1,1,8
920,004360,2012,0,0,0,0,0,0,1,0,0,1
921,004360,2013,1,1,0,1,0,1,1,0,0,5
922,004360,2014,1,1,1,1,0,1,1,1,1,8
923,004360,2015,1,1,0,1,1,1,1,0,1,7
924,004360,2016,1,1,0,1,1,1,1,0,0,6
925,900140,2012,0,0,0,0,0,0,1,0,0,1
926,900140,2013,1,1,0,1,0,1,1,0,0,5
927,900140,2014,1,1,0,1,0,1,0,1,0,5
928,900140,2015,1,1,0,1,1,1,1,0,0,6
929,900140,2016,1,1,0,1,1,1,1,0,0,6
930,089470,2012,0,0,0,0,0,0,1,0,0,1
931,089470,2013,1,1,0,1,0,1,1,0,0,5
932,089470,2014,1,1,1,1,0,1,1,1,0,7
933,089470,2015,1,1,1,1,0,1,1,1,0,7
934,089470,2016,1,1,1,1,1,1,1,1,0,8
935,004970,2012,0,0,0,0,0,0,1,0,0,1
936,004970,2013,1,1,0,1,0,1,1,0,0,5
937,004970,2014,1,1,0,1,0,1,1,1,0,6
938,004970,2015,0,1,0,1,1,1,1,0,1,6
939,004970,2016,1,1,1,1,1,1,1,1,1,9
940,143210,2012,0,0,0,0,0,0,1,0,0,1
941,143210,2013,0,1,0,1,0,1,1,0,0,4
942,143210,2014,0,1,1,1,0,1,1,1,1,7
943,143210,2015,1,1,1,1,1,1,0,1,0,7
944,143210,2016,1,1,1,1,1,1,0,1,0,7
945,095720,2012,0,0,0,0,0,0,1,0,0,1
946,095720,2013,1,1,0,1,0,1,1,0,0,5
947,095720,2014,1,1,1,1,0,1,0,0,1,6
948,095720,2015,1,1,1,1,1,1,1,0,0,7
949,095720,2016,1,1,1,1,0,1,1,1,0,7
950,002450,2012,0,0,0,0,0,0,1,0,0,1
951,002450,2013,1,1,0,1,0,1,1,0,0,5
952,002450,2014,1,1,1,1,0,1,0,1,0,6
953,002450,2015,1,1,0,1,0,1,1,0,0,5
954,002450,2016,1,1,0,1,1,1,1,1,1,8
955,000680,2012,0,0,0,0,0,0,1,0,0,1
956,000680,2013,0,1,0,1,0,1,1,0,0,4
957,000680,2014,1,1,1,1,0,1,1,0,1,7
958,000680,2015,0,1,0,1,0,1,1,0,0,4
959,000680,2016,0,1,1,1,1,1,1,1,0,7
960,084010,2012,0,0,0,0,0,0,1,0,0,1
961,084010,2013,1,1,0,1,0,1,1,0,0,5
962,084010,2014,1,1,0,1,0,1,1,1,0,6
963,084010,2015,1,1,1,1,1,1,1,1,0,8
964,084010,2016,1,1,1,1,1,1,1,0,1,8
965,036530,2012,0,0,0,0,0,0,1,0,0,1
966,036530,2013,1,1,0,1,0,1,1,0,0,5
967,036530,2014,1,1,0,1,0,1,1,0,0,5
968,036530,2015,1,1,1,1,1,1,0,1,1,8
969,036530,2016,1,1,0,1,1,1,0,0,0,5
970,012610,2012,0,0,0,0,0,0,1,0,0,1
971,012610,2013,1,1,0,1,0,1,1,0,0,5
972,012610,2014,1,1,1,1,0,1,1,1,0,7
973,012610,2015,1,1,0,1,1,1,1,0,0,6
974,012610,2016,1,1,1,1,1,1,1,1,1,9
975,005090,2012,0,0,0,0,0,0,1,0,0,1
976,005090,2013,1,1,0,1,0,1,1,0,0,5
977,005090,2014,1,1,0,1,0,1,1,0,0,5
978,005090,2015,1,1,1,1,1,1,1,1,0,8
979,005090,2016,1,1,0,1,1,1,1,0,0,6
